标签,疾病名字,top10
167,胃息肉,胃息肉 主动脉夹层 胰腺恶性肿瘤 肠梗阻 急性胰腺炎 胆石症 过敏性紫癜 阑尾炎 胆道感染 直肠息肉
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 低血压 肥厚性心肌病 尿道损伤 前列腺恶性肿瘤 颈动脉硬化 胃恶性肿瘤 巨球蛋白血症 胰腺恶性肿瘤 甲状腺功能亢进症
188,脑卒中,脑卒中 肾盂肾炎 肺炎 二尖瓣关闭不全 支气管炎 心内膜炎 急性胰腺炎 特发性间质性肺炎 慢性阻塞性肺疾病 病毒性脑膜炎
142,肺恶性肿瘤,胸腔积液 肺恶性肿瘤 肺炎 肺结核 肺脓肿 上消化道出血 支气管炎 慢性阻塞性肺疾病 冠状动脉粥样硬化性心脏病 支气管扩张症
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 冠状动脉狭窄 心律失常 扩张型心肌病 气胸 主动脉夹层 肥厚性心肌病 支气管哮喘 肺栓塞 胸腔积液
130,结肠息肉,结肠息肉 直肠息肉 胃炎 胃食管反流 阑尾炎 脑动脉粥样硬化 颈动脉硬化 肥厚性心肌病 溃疡性结肠炎 膀胱炎
148,肺炎,支气管扩张症 肺炎 支气管炎 肺栓塞 肺恶性肿瘤 胸腔积液 特发性间质性肺炎 肺曲霉菌病 肺结核 肺脓肿
76,慢性阻塞性肺疾病,慢性阻塞性肺疾病 支气管哮喘 支气管炎 支气管扩张症 肺结核 呼吸衰竭 肺炎 液气胸 胸腔积液 肺恶性肿瘤
148,肺炎,支气管扩张症 肺炎 支气管炎 肺脓肿 慢性阻塞性肺疾病 肺结核 呼吸衰竭 炎症后肺间质纤维化 支气管哮喘 胸腔积液
76,慢性阻塞性肺疾病,慢性阻塞性肺疾病 胸腔积液 支气管炎 肺恶性肿瘤 肺炎 肺结核 支气管扩张症 肺曲霉菌病 肺原位癌 冠状动脉粥样硬化性心脏病
72,急性胰腺炎,急性胰腺炎 溃疡性结肠炎 消化性溃疡 主动脉夹层 胃炎 胆道感染 食管恶性肿瘤 胃食管反流 肠梗阻 腹部恶性肿瘤
58,心包积液,心力衰竭 心包积液 呼吸衰竭 进行性系统性硬化症 心包炎 静脉血栓症 喉恶性肿瘤 非霍奇金淋巴瘤 贫血 胸腔积液
120,糖尿病,糖尿病 低血压 贫血 主动脉夹层 颈动脉硬化 直肠息肉 胆囊息肉 风湿性心脏病 霍奇金淋巴瘤 精索静脉曲张
148,肺炎,肺炎 肺恶性肿瘤 支气管炎 肺间质纤维化 肺结核 支气管扩张症 弥漫性肺间质疾病 特发性间质性肺炎 胸腔积液 进行性系统性硬化症
92,消化性溃疡,上消化道出血 消化性溃疡 脂肪肝 食管贲门黏膜撕裂综合征 贫血 胃恶性肿瘤 胃炎 胃肠功能紊乱 胃食管反流 骨髓增生异常综合征
56,心力衰竭,心力衰竭 肺栓塞 呼吸衰竭 胸腔积液 脾脏损伤 高血压 低钾血症 支气管哮喘 病毒性肺炎 急性腹膜炎
120,糖尿病,糖尿病 糖耐量异常 腹部良性肿瘤 脾脏损伤 阿尔茨海默病 肺肉芽肿 急性肾衰竭 IgA肾病 风湿性心脏病 脑膜良性肿瘤
176,胆石症,胆石症 急性胰腺炎 胆道感染 肺原位癌 阑尾炎 输尿管狭窄 输尿管结石 胃炎 肺结核 血管炎
120,糖尿病,糖尿病 高脂血症 甲状腺功能减退 胃炎 脑动脉粥样硬化 脂肪肝 冠状动脉狭窄 低钾血症 肺脓肿 短暂性脑缺血发作
72,急性胰腺炎,食管良性肿瘤 肝恶性肿瘤 急性胰腺炎 肠梗阻 胃恶性肿瘤 胃炎 急性腹膜炎 小脑扁桃体下疝畸形 结肠息肉 胰腺恶性肿瘤
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高脂血症 颈动脉硬化 心脏神经症 冠状动脉狭窄 高血压 心律失常 肥厚性心肌病 心力衰竭 主动脉瓣关闭不全
98,烟雾病,主动脉夹层 前列腺恶性肿瘤 附睾炎 食管良性肿瘤 颈动脉狭窄 输尿管结石 IgA肾病 贫血 膀胱炎 肾结石
120,糖尿病,糖尿病 前列腺恶性肿瘤 精索静脉曲张 肝恶性肿瘤 液气胸 食管恶性肿瘤 尿道损伤 非霍奇金淋巴瘤 急性腹膜炎 食管良性肿瘤
15,低血糖症,糖耐量异常 低血糖症 颈动脉硬化 高脂血症 心律失常 脑动脉粥样硬化 糖尿病 小脑扁桃体下疝畸形 高血压 帕金森病
166,肾结石,肾结石 输尿管结石 IgA肾病 附睾炎 脑卒中 尿潴留 骨质疏松 颈动脉狭窄 肺脓肿 急性胰腺炎
76,慢性阻塞性肺疾病,慢性阻塞性肺疾病 支气管炎 支气管扩张症 细支气管炎 血管炎 炎症后肺间质纤维化 肺结核 肺肉芽肿 呼吸衰竭 肺炎
175,胆囊息肉,胆囊息肉 精索静脉曲张 非霍奇金淋巴瘤 气胸 前列腺恶性肿瘤 肝恶性肿瘤 尿道损伤 食管恶性肿瘤 液气胸 输尿管结石
23,前列腺增生,前列腺增生 前列腺恶性肿瘤 输尿管结石 静脉血栓症 颈动脉硬化 膀胱结石 液气胸 胃炎 结肠息肉 支气管炎
202,膀胱结石,膀胱结石 膀胱炎 前列腺恶性肿瘤 肾结石 前列腺增生 输尿管结石 IgA肾病 肾结核 胃恶性肿瘤 颈动脉狭窄
22,冠状动脉粥样硬化性心脏病,肥厚性心肌病 冠状动脉粥样硬化性心脏病 冠状动脉狭窄 房间隔缺损 主动脉瓣狭窄 高脂血症 颈动脉硬化 血管迷走性晕厥 心脏神经症 高血压
59,心律失常,颈动脉硬化 心律失常 高脂血症 心脏神经症 脑动脉粥样硬化 良性阵发性位置性眩晕 高血压 房间隔缺损 糖耐量异常 低血糖症
110,白血病,非霍奇金淋巴瘤 白血病 胆石症 血小板减少 输尿管狭窄 霍奇金淋巴瘤 IgA肾病 风湿性心脏病 甲状腺炎 心肌炎
220,阑尾炎,阑尾炎 急性腹膜炎 胃恶性肿瘤 主动脉夹层 胰腺恶性肿瘤 肠梗阻 小肠良性肿瘤 腹部恶性肿瘤 输尿管结石 血管炎
72,急性胰腺炎,急性胰腺炎 胃炎 消化性溃疡 结肠息肉 胃息肉 上消化道出血 冠状动脉狭窄 冠状动脉粥样硬化性心脏病 胆石症 颈动脉硬化
188,脑卒中,脑卒中 胃恶性肿瘤 心律失常 肝恶性肿瘤 原发性醛固酮增多症 膀胱结石 呼吸衰竭 食管恶性肿瘤 颈动脉狭窄 非霍奇金淋巴瘤
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心肌炎 上消化道出血 主动脉夹层 肥厚性心肌病 食管恶性肿瘤 冠状动脉狭窄 颅内动脉瘤 脑动脉粥样硬化 心律失常
82,支气管扩张症,肺脓肿 支气管扩张症 胸腔积液 液气胸 肺曲霉菌病 肺恶性肿瘤 肺结核 肺炎 慢性阻塞性肺疾病 支气管炎
148,肺炎,肺炎 肺结核 胸腔积液 肺脓肿 支气管炎 支气管扩张症 肺曲霉菌病 肺恶性肿瘤 肺栓塞 特发性间质性肺炎
42,室间隔缺损,精索静脉曲张 房间隔缺损 室间隔缺损 二尖瓣关闭不全 颈部血管瘤 肾结石 肺肉芽肿 动脉导管未闭 前列腺恶性肿瘤 气胸
45,小脑扁桃体下疝畸形,小脑扁桃体下疝畸形 多发性硬化 视神经脊髓炎 心源性晕厥 重症肌无力 炎性肌病 短暂性脑缺血发作 多发性骨髓瘤 脑卒中 腹部良性肿瘤
148,肺炎,肺炎 肺脓肿 支气管炎 肺结核 支气管扩张症 肺肉芽肿 细支气管炎 支气管哮喘 病毒性肺炎 肺良性肿瘤
148,肺炎,肺炎 支气管炎 细支气管炎 肺脓肿 呼吸衰竭 肺结核 胸膜炎 慢性阻塞性肺疾病 结节病 白血病
22,冠状动脉粥样硬化性心脏病,高脂血症 冠状动脉粥样硬化性心脏病 颈动脉硬化 高血压 神经痛 胃炎 支气管炎 心脏神经症 冠状动脉狭窄 脑卒中
130,结肠息肉,结肠息肉 胃炎 直肠息肉 胃肠功能紊乱 支气管炎 食管良性肿瘤 胃息肉 心律失常 特发性间质性肺炎 高脂血症
56,心力衰竭,风湿性心脏病 心力衰竭 房间隔缺损 室间隔缺损 炎症后肺间质纤维化 二尖瓣狭窄 呼吸衰竭 肺结核 心包积液 风湿性二尖瓣狭窄伴关闭不全
24,前列腺恶性肿瘤,前列腺恶性肿瘤 肺良性肿瘤 肺恶性肿瘤 食管良性肿瘤 肝恶性肿瘤 食管恶性肿瘤 胃恶性肿瘤 颈动脉狭窄 胰腺恶性肿瘤 肺原位癌
148,肺炎,肺炎 支气管炎 支气管扩张症 胸腔积液 支气管哮喘 细支气管炎 肺结核 病毒性肺炎 慢性阻塞性肺疾病 肺良性肿瘤
120,糖尿病,胃肠炎 糖尿病 高钾血症 急性肾衰竭 慢性腹泻 肺出血肾炎综合征 溃疡性结肠炎 胃肠功能紊乱 血管性帕金森综合征 小肠恶性肿瘤
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高脂血症 心力衰竭 高血压 心脏神经症 颈动脉硬化 风湿性心脏病 肺结核 贫血 肺良性肿瘤
59,心律失常,房间隔缺损 食管良性肿瘤 颈动脉硬化 直肠息肉 直肠脱垂 结肠息肉 冠状动脉粥样硬化性心脏病 胃息肉 胃炎 胃肠功能紊乱
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高脂血症 肥厚性心肌病 心脏神经症 高血压 心律失常 颈动脉硬化 支气管炎 神经痛 脑卒中
8,乳腺恶性肿瘤,腹部良性肿瘤 胃息肉 小脑扁桃体下疝畸形 肾积水 输尿管狭窄 乳腺恶性肿瘤 食管良性肿瘤 脾功能亢进 阿尔茨海默病 胆囊息肉
76,慢性阻塞性肺疾病,慢性阻塞性肺疾病 肺炎 慢性肾功能不全 肺脓肿 支气管炎 肺曲霉菌病 心内膜炎 液气胸 扩张型心肌病 呼吸衰竭
213,输尿管结石,输尿管结石 肾积水 肾结石 输尿管狭窄 肾结核 膀胱结石 膀胱炎 胆石症 胃炎 高脂血症
180,胸腔积液,胸腔积液 肺结核 细支气管炎 支气管炎 肺炎 结节病 肺恶性肿瘤 慢性阻塞性肺疾病 肺间质纤维化 静脉血栓症
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 腹部良性肿瘤 小脑扁桃体下疝畸形 风湿性心脏病 脑炎 肾结核 骨质疏松 炎症后肺间质纤维化 甲状腺功能亢进症
148,肺炎,病毒性肺炎 肺炎 支气管炎 支气管扩张症 慢性阻塞性肺疾病 肺曲霉菌病 肺间质纤维化 炎性肌病 肺结核 血小板减少
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 多发性骨髓瘤 心肌炎 支气管扩张症 胆石症 炎性肌病 冠状动脉狭窄 主动脉夹层 支气管哮喘
22,冠状动脉粥样硬化性心脏病,心脏神经症 冠状动脉粥样硬化性心脏病 原发性醛固酮增多症 高血压 急性肾衰竭 植物神经功能紊乱 阿尔茨海默病 高脂血症 心力衰竭 胆囊息肉
114,睡眠呼吸暂停低通气综合征,慢性阻塞性肺疾病 支气管炎 支气管哮喘 颈动脉硬化 胸腔积液 肺栓塞 心包积液 胃食管反流 房间隔缺损 肺间质纤维化
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 心力衰竭 低血压 痛风 冠状动脉狭窄 心律失常 慢性肾功能不全 主动脉夹层 肺栓塞
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高脂血症 心脏神经症 高血压 胃食管反流 冠状动脉狭窄 颈动脉硬化 冠状动脉瘘 神经痛 心包积液
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 小脑扁桃体下疝畸形 精索静脉曲张 前列腺恶性肿瘤 尿道损伤 液气胸 附睾炎 膀胱结石 尿道结石
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 骨质疏松 职业性过敏性肺泡炎 急性腹膜炎 脑炎 炎症后肺间质纤维化 库欣综合征 胃息肉 呼吸衰竭
220,阑尾炎,阑尾炎 急性腹膜炎 胆石症 肠梗阻 急性胰腺炎 胆道感染 病毒性脑膜炎 主动脉夹层 肾结石 白血病
120,糖尿病,糖尿病 糖耐量异常 低血糖症 高脂血症 癫痫 胃炎 心脏神经症 颈动脉硬化 室间隔缺损 胃肠功能紊乱
215,过敏性肺炎,特发性间质性肺炎 肺炎 支气管炎 支气管哮喘 过敏性肺炎 慢性阻塞性肺疾病 肺脓肿 肺恶性肿瘤 强直性脊柱炎 支气管扩张症
35,呼吸衰竭,呼吸衰竭 心力衰竭 支气管扩张症 肺结核 心包炎 胃肠功能紊乱 支气管炎 胸腔积液 肺恶性肿瘤 慢性阻塞性肺疾病
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 急性腹膜炎 精索静脉曲张 小脑扁桃体下疝畸形 液气胸 前列腺恶性肿瘤 尿道结石 胃恶性肿瘤 前列腺增生
35,呼吸衰竭,呼吸衰竭 液气胸 前列腺恶性肿瘤 肠梗阻 心包炎 急性腹膜炎 胃恶性肿瘤 扩张型心肌病 食管恶性肿瘤 精索静脉曲张
148,肺炎,肺炎 支气管炎 细支气管炎 结节病 肺结核 脑动脉粥样硬化 室间隔缺损 肺肉芽肿 慢性阻塞性肺疾病 肾动脉狭窄
74,慢性肾功能不全,肾动脉狭窄 慢性肾功能不全 胸腔积液 肾积水 肺良性肿瘤 肠梗阻 前列腺恶性肿瘤 上消化道出血 非霍奇金淋巴瘤 痛风
205,良性阵发性位置性眩晕,脑卒中 良性阵发性位置性眩晕 颈动脉狭窄 颈动脉硬化 脑膜良性肿瘤 颅内动脉瘤 肥厚性心肌病 原发性醛固酮增多症 脑动脉粥样硬化 高血压
188,脑卒中,脑卒中 呼吸衰竭 心力衰竭 颈动脉狭窄 急性腹膜炎 主动脉夹层 骨髓增生异常综合征 液气胸 前列腺恶性肿瘤 重症肌无力
168,胃恶性肿瘤,颈动脉狭窄 胃恶性肿瘤 肝恶性肿瘤 胰腺恶性肿瘤 消化性溃疡 腹部恶性肿瘤 上消化道出血 下消化道出血 前列腺恶性肿瘤 IgA肾病
76,慢性阻塞性肺疾病,慢性阻塞性肺疾病 支气管炎 肺炎 支气管扩张症 肺曲霉菌病 血管炎 呼吸衰竭 多发性骨髓瘤 肺脓肿 肺间质纤维化
163,肾盂肾炎,肾盂肾炎 病毒性肺炎 血管炎 肺脓肿 胆道感染 肺结核 支气管炎 甲状腺炎 病毒性脑膜炎 胆石症
59,心律失常,高血压 颈动脉硬化 心律失常 胃炎 胆石症 冠状动脉狭窄 血管迷走性晕厥 高脂血症 心脏神经症 房间隔缺损
120,糖尿病,糖尿病 主动脉夹层 急性胰腺炎 鞘膜积液 肺脓肿 低钾血症 溃疡性结肠炎 高血压 肺结核 冠状动脉粥样硬化性心脏病
23,前列腺增生,前列腺增生 前列腺恶性肿瘤 前列腺炎 膀胱炎 急性腹膜炎 尿道结石 膀胱结石 呼吸衰竭 食管良性肿瘤 尿潴留
35,呼吸衰竭,呼吸衰竭 支气管哮喘 慢性阻塞性肺疾病 支气管扩张症 肺炎 贫血 胸腔积液 肺结核 急性肾衰竭 肺恶性肿瘤
148,肺炎,肺炎 支气管炎 结节病 病毒性肺炎 细支气管炎 肺脓肿 风湿性多肌痛 慢性阻塞性肺疾病 支气管哮喘 胆道感染
56,心力衰竭,呼吸衰竭 肺栓塞 心力衰竭 急性肾衰竭 二尖瓣关闭不全 气胸 胸腔积液 肾结石 IgA肾病 颅内损伤
199,腹部良性肿瘤,腹部良性肿瘤 脾功能亢进 肾积水 胃息肉 阿尔茨海默病 小脑扁桃体下疝畸形 非霍奇金淋巴瘤 食管良性肿瘤 静脉血栓症 输尿管狭窄
22,冠状动脉粥样硬化性心脏病,支气管炎 静脉血栓症 肺栓塞 慢性阻塞性肺疾病 心律失常 冠状动脉粥样硬化性心脏病 支气管哮喘 胸腔积液 肺动脉高压 肺炎
59,心律失常,心律失常 冠状动脉粥样硬化性心脏病 胸腔积液 二尖瓣关闭不全 肾动脉狭窄 短暂性脑缺血发作 低血糖症 室间隔缺损 胃炎 静脉血栓症
22,冠状动脉粥样硬化性心脏病,房间隔缺损 冠状动脉粥样硬化性心脏病 呼吸衰竭 主动脉瓣关闭不全 膀胱结石 胃恶性肿瘤 颈动脉狭窄 二尖瓣关闭不全 心力衰竭 颈动脉硬化
180,胸腔积液,呼吸衰竭 肺结核 肺脓肿 肺恶性肿瘤 心力衰竭 心肌炎 胸腔积液 肺炎 非霍奇金淋巴瘤 喉恶性肿瘤
104,甲状腺肿,甲状腺肿 甲状腺炎 脾功能亢进 甲状腺功能亢进症 皮层下动脉硬化性脑病 尿道结石 肺良性肿瘤 肺肉芽肿 食管良性肿瘤 主动脉夹层
70,急性肝衰竭,肺曲霉菌病 胸腔积液 支气管炎 慢性阻塞性肺疾病 胰腺恶性肿瘤 肺恶性肿瘤 肺脓肿 肺炎 脑卒中 腹部恶性肿瘤
195,腹内疝,食管良性肿瘤 腹部恶性肿瘤 胃食管反流 胃恶性肿瘤 食管恶性肿瘤 上消化道出血 冠状动脉粥样硬化性心脏病 肺良性肿瘤 胸腔积液 前列腺恶性肿瘤
188,脑卒中,脑卒中 颈动脉狭窄 肺栓塞 短暂性脑缺血发作 支气管炎 主动脉瓣狭窄 心律失常 肝恶性肿瘤 食管恶性肿瘤 静脉血栓症
148,肺炎,细支气管炎 肺炎 支气管炎 支气管哮喘 肺间质纤维化 气胸 动脉导管未闭 肺恶性肿瘤 支气管扩张症 肺良性肿瘤
22,冠状动脉粥样硬化性心脏病,高血压 高脂血症 胃食管反流 胃炎 颈动脉硬化 血管迷走性晕厥 冠状动脉粥样硬化性心脏病 直肠息肉 支气管哮喘 冠状动脉狭窄
199,腹部良性肿瘤,腹部良性肿瘤 骨关节病 乳腺恶性肿瘤 低血压 阑尾炎 肠梗阻 胃恶性肿瘤 小脑扁桃体下疝畸形 甲状腺炎 高脂血症
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 颈动脉硬化 冠状动脉狭窄 高血压 血管迷走性晕厥 房间隔缺损 心脏神经症 冠状动脉瘘 二尖瓣关闭不全 心力衰竭
120,糖尿病,糖尿病 腺垂体功能减退症 白血病 糖耐量异常 原发性醛固酮增多症 低钠血症 库欣综合征 骨髓增生异常综合征 低钾血症 脂肪肝
159,肾小球肾炎,急性肾衰竭 IgA肾病 支气管结核 肾小球肾炎 慢性腹泻 肺脓肿 支气管恶性肿瘤 支气管炎 肺泡蛋白沉着症 血管炎
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 紧张型头痛 腺垂体功能减退症 颅内损伤 心源性晕厥 痴呆 病毒性脑膜炎 视神经脊髓炎 肺源性心脏病
148,肺炎,肺炎 细支气管炎 支气管炎 病毒性肺炎 血小板减少 横纹肌溶解 胸膜炎 病毒性脑膜炎 肺脓肿 肺间质纤维化
188,脑卒中,脑卒中 短暂性脑缺血发作 原发性醛固酮增多症 颈动脉狭窄 颈动脉硬化 心律失常 高血压 胃炎 血小板减少 食管良性肿瘤
159,肾小球肾炎,IgA肾病 原发性醛固酮增多症 肾小球肾炎 前列腺增生 低钾血症 急性肾衰竭 慢性肾功能不全 前列腺炎 白血病 输尿管狭窄
213,输尿管结石,输尿管结石 贫血 肾积水 精索静脉曲张 肾结石 胃息肉 骨关节病 低血压 直肠息肉 胆囊息肉
140,肺动脉高压,肺栓塞 脑动脉炎 胸腔积液 慢性阻塞性肺疾病 肺动脉高压 液气胸 肺结核 支气管炎 气胸 脾脏损伤
198,腹部恶性肿瘤,腹部恶性肿瘤 结肠息肉 直肠息肉 胃恶性肿瘤 主动脉夹层 尿道结石 前列腺恶性肿瘤 颈动脉狭窄 膀胱结石 胰腺恶性肿瘤
59,心律失常,心律失常 甲状腺功能亢进症 二尖瓣狭窄 二尖瓣脱垂 二尖瓣关闭不全 肺栓塞 高脂血症 室间隔缺损 心力衰竭 低钾血症
76,慢性阻塞性肺疾病,慢性阻塞性肺疾病 支气管哮喘 支气管扩张症 支气管炎 呼吸衰竭 胸腔积液 肺炎 肺结核 肺恶性肿瘤 细支气管炎
23,前列腺增生,前列腺恶性肿瘤 前列腺炎 尿潴留 前列腺增生 膀胱炎 精索静脉曲张 膀胱结石 胃炎 输尿管狭窄 高脂血症
148,肺炎,主动脉夹层 心力衰竭 急性腹膜炎 呼吸衰竭 冠状动脉粥样硬化性心脏病 急性肾衰竭 多发性骨髓瘤 肺栓塞 脑卒中 心肌炎
118,类风湿性关节炎,类风湿性关节炎 痛风 胃恶性肿瘤 胰腺恶性肿瘤 白血病 帕金森病 冠状动脉粥样硬化性心脏病 骨关节病 乳腺恶性肿瘤 胆道感染
22,冠状动脉粥样硬化性心脏病,高脂血症 颈动脉硬化 冠状动脉狭窄 冠状动脉粥样硬化性心脏病 高血压 胃炎 直肠息肉 肥厚性心肌病 心律失常 房间隔缺损
148,肺炎,肺炎 细支气管炎 支气管炎 病毒性肺炎 急性腹膜炎 支气管哮喘 病毒性脑膜炎 呼吸衰竭 气管炎 慢性阻塞性肺疾病
166,肾结石,输尿管结石 肾结石 肾积水 肾结核 阿尔茨海默病 腹部良性肿瘤 胃息肉 胆石症 肠梗阻 原发性血小板增多症
22,冠状动脉粥样硬化性心脏病,心律失常 冠状动脉粥样硬化性心脏病 冠状动脉狭窄 肥厚性心肌病 颈动脉硬化 高血压 支气管哮喘 心力衰竭 高脂血症 支气管炎
246,高血压,冠状动脉粥样硬化性心脏病 高血压 输尿管狭窄 心脏神经症 阿尔茨海默病 肾小球肾炎 食管良性肿瘤 脑卒中 冠状动脉狭窄 原发性醛固酮增多症
148,肺炎,肺炎 支气管炎 胃炎 血小板减少 直肠息肉 细支气管炎 胆石症 结节病 肺肉芽肿 心肌炎
149,肺结核,胸腔积液 肺结核 心力衰竭 支气管炎 肺炎 肺栓塞 心包积液 呼吸衰竭 肺脓肿 冠状动脉粥样硬化性心脏病
188,脑卒中,脑卒中 短暂性脑缺血发作 输尿管狭窄 颈动脉狭窄 食管恶性肿瘤 颈动脉硬化 癫痫 冠状动脉狭窄 肾小球肾炎 肺恶性肿瘤
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 冠状动脉狭窄 颈动脉硬化 支气管炎 血管迷走性晕厥 支气管哮喘 胃食管反流 骨质疏松 主动脉瓣狭窄 高脂血症
220,阑尾炎,阑尾炎 颈内动脉海绵窦瘘 腹部良性肿瘤 肝恶性肿瘤 肺良性肿瘤 非霍奇金淋巴瘤 肺恶性肿瘤 乳腺恶性肿瘤 膀胱结石 白血病
59,心律失常,心律失常 主动脉夹层 肺栓塞 风湿性二尖瓣狭窄伴关闭不全 高血压 脑动脉炎 房间隔缺损 支气管炎 主动脉瓣关闭不全 二尖瓣关闭不全
188,脑卒中,脑卒中 高脂血症 短暂性脑缺血发作 脑动脉粥样硬化 血管迷走性晕厥 胃炎 心脏神经症 强直性脊柱炎 主动脉瓣狭窄 肾小球肾炎
64,心肌炎,心肌炎 病毒性脑膜炎 炎性肌病 特发性间质性肺炎 心律失常 脑动脉炎 过敏性紫癜 肥厚性心肌病 进行性系统性硬化症 溃疡性结肠炎
167,胃息肉,胃炎 脂肪肝 胃食管反流 结肠息肉 胃肠功能紊乱 消化性溃疡 直肠息肉 食管良性肿瘤 痛风 胃息肉
80,支气管哮喘,支气管哮喘 肺曲霉菌病 胸腔积液 慢性肾功能不全 肾动脉狭窄 肺动脉高压 多发性骨髓瘤 脾脏损伤 特发性间质性肺炎 炎性肌病
162,肾病综合征,静脉血栓症 慢性肾功能不全 心力衰竭 肾病综合征 心脏淀粉样变性 呼吸衰竭 胸腔积液 前列腺恶性肿瘤 痛风 膀胱结石
148,肺炎,肺炎 支气管炎 细支气管炎 呼吸衰竭 支气管扩张症 胸腔积液 炎症后肺间质纤维化 脑动脉炎 慢性腹泻 肺脓肿
120,糖尿病,糖尿病 冠状动脉狭窄 输尿管狭窄 冠状动脉粥样硬化性心脏病 食管良性肿瘤 脑动脉粥样硬化 肺良性肿瘤 肺原位癌 支气管炎 上消化道出血
148,肺炎,支气管炎 肺炎 肺脓肿 慢性阻塞性肺疾病 胸腔积液 肺结核 支气管扩张症 支气管哮喘 肺曲霉菌病 肺恶性肿瘤
149,肺结核,慢性阻塞性肺疾病 支气管扩张症 肺脓肿 肺结核 胸腔积液 肺恶性肿瘤 支气管炎 特发性间质性肺炎 肺炎 液气胸
188,脑卒中,脑卒中 短暂性脑缺血发作 胰腺恶性肿瘤 皮层下动脉硬化性脑病 前列腺炎 直肠息肉 颈动脉狭窄 支气管炎 冠状动脉粥样硬化性心脏病 胸腔积液
75,慢性腹泻,慢性腹泻 血管性帕金森综合征 胃肠功能紊乱 肺出血肾炎综合征 溃疡性结肠炎 结肠息肉 脾脏损伤 心肌损害 脑炎 动脉导管未闭
188,脑卒中,脑卒中 主动脉夹层 短暂性脑缺血发作 心律失常 冠状动脉粥样硬化性心脏病 心内膜炎 血小板减少 肝恶性肿瘤 颈动脉硬化 颅内损伤
59,心律失常,心律失常 主动脉瓣关闭不全 高血压 阿尔茨海默病 冠状动脉粥样硬化性心脏病 心力衰竭 原发性醛固酮增多症 原发性血小板增多症 膀胱炎 心内膜炎
59,心律失常,心律失常 高脂血症 肥厚性心肌病 颈动脉硬化 冠状动脉粥样硬化性心脏病 冠状动脉狭窄 心内膜炎 高血压 脑动脉粥样硬化 心脏神经症
104,甲状腺肿,甲状腺肿 甲状腺炎 原发性醛固酮增多症 前列腺恶性肿瘤 肾动脉狭窄 胃恶性肿瘤 冠状动脉粥样硬化性心脏病 颈动脉狭窄 胰腺恶性肿瘤 主动脉瓣关闭不全
148,肺炎,肺炎 病毒性肺炎 肺脓肿 炎症后肺间质纤维化 支气管炎 呼吸衰竭 肺结核 白血病 非霍奇金淋巴瘤 心包炎
120,糖尿病,糖尿病 房间隔缺损 慢性肾功能不全 室间隔缺损 低血糖症 高血压 二尖瓣关闭不全 输尿管狭窄 肾小球肾炎 胃食管反流
246,高血压,冠状动脉粥样硬化性心脏病 冠状动脉狭窄 高脂血症 颈动脉硬化 心脏神经症 肥厚性心肌病 脑动脉粥样硬化 高血压 冠状动脉瘘 气胸
63,心肌损害,动脉导管未闭 精索静脉曲张 室间隔缺损 血小板减少 前列腺恶性肿瘤 脾脏损伤 肥胖症 细支气管炎 肺炎 脑炎
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 肺恶性肿瘤 心包炎 胃恶性肿瘤 心力衰竭 颈动脉狭窄 食管恶性肿瘤 主动脉夹层 胰腺恶性肿瘤 白血病
188,脑卒中,脑卒中 胃炎 冠状动脉粥样硬化性心脏病 直肠息肉 颈动脉狭窄 短暂性脑缺血发作 支气管炎 结肠息肉 高血压 胃肠功能紊乱
59,心律失常,心律失常 甲状腺功能亢进症 鞘膜积液 风湿性二尖瓣狭窄伴关闭不全 胃恶性肿瘤 二尖瓣关闭不全 前列腺恶性肿瘤 急性腹膜炎 低血压 食管恶性肿瘤
142,肺恶性肿瘤,前列腺恶性肿瘤 肺恶性肿瘤 肺原位癌 肺良性肿瘤 乳腺恶性肿瘤 肝恶性肿瘤 胃恶性肿瘤 食管恶性肿瘤 胰腺恶性肿瘤 尿道损伤
205,良性阵发性位置性眩晕,良性阵发性位置性眩晕 颈动脉硬化 多发性末梢神经炎 短暂性脑缺血发作 胃炎 颈动脉狭窄 脑卒中 高血压 颅内动脉瘤 甲状腺功能减退
