标签,疾病名字,top10
282,高血压,高血压 心律失常 胆石症 腹部良性肿瘤 脑卒中 脑动脉粥样硬化 气胸 腹外疝 原发性醛固酮增多症 颈动脉狭窄
198,胆石症,胆石症 结肠良性肿瘤 胆道感染 卵巢良性肿瘤 冠状动脉粥样硬化性心脏病 IgA肾病 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
244,输卵管积水,颈椎病 胆石症 陈旧性膝前十字韧带断裂 子宫内膜息肉 乳腺良性肿瘤 膝关节半月板损伤 胆囊息肉 腹部良性肿瘤 甲状腺恶性肿瘤 白内障
168,肺炎,肺炎 支气管炎 肝恶性肿瘤 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 高血压 糖尿病 结肠良性肿瘤 冠状动脉狭窄 前列腺炎 膀胱恶性肿瘤 白内障 腹部良性肿瘤
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 心力衰竭 糖尿病 高血压 脑卒中 肺炎 皮层下动脉硬化性脑病 椎-基底动脉供血不全 颈动脉狭窄
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
218,腰椎管狭窄,腰椎管狭窄 膝关节病 颈椎病 前列腺恶性肿瘤 肾恶性肿瘤 腹部良性肿瘤 膀胱结石 肺恶性肿瘤 卵巢良性肿瘤 冠状动脉粥样硬化性心脏病
9,乳腺恶性肿瘤,乳腺良性肿瘤 肩袖损伤 子宫颈上皮内瘤变 乳腺恶性肿瘤 腹部良性肿瘤 子宫内膜息肉 胆石症 糖尿病 结肠息肉 输卵管积水
4,下肢静脉曲张,下肢静脉曲张 子宫内膜息肉 子宫颈上皮内瘤变 陈旧性膝前十字韧带断裂 鼻窦瘘 静脉血栓症 肺炎 大隐静脉曲张 子宫平滑肌瘤 膝关节前十字韧带完全断裂
90,支气管扩张症,慢性阻塞性肺疾病 支气管扩张症 肺部感染 肺恶性肿瘤 冠状动脉粥样硬化性心脏病 支气管哮喘 肺炎 糖尿病 肺结核 支气管炎
164,肺栓塞,冠状动脉粥样硬化性心脏病 肺炎 心律失常 脑卒中 肺恶性肿瘤 消化性溃疡 肺结核 心力衰竭 胆石症 肺隐球菌病
46,子宫内膜息肉,子宫内膜息肉 子宫颈上皮内瘤变 子宫平滑肌瘤 肾积水 肺炎 胃炎 胆石症 陈旧性膝前十字韧带断裂 甲状腺肿 睡眠呼吸暂停低通气综合征
218,腰椎管狭窄,腰椎管狭窄 颈椎病 腰椎间盘突出 急性胰腺炎 胆石症 膝关节病 子宫平滑肌瘤 肾恶性肿瘤 支气管炎 血管炎
116,甲状腺恶性肿瘤,甲状腺肿 甲状腺恶性肿瘤 颈椎病 胆石症 肺恶性肿瘤 视网膜脱离 胃息肉 精索静脉曲张 膀胱恶性肿瘤 肺炎
168,肺炎,肺炎 细支气管炎 支气管哮喘 妊娠期糖尿病 睡眠呼吸暂停低通气综合征 肺恶性肿瘤 新生儿高胆红素血症 慢性肾功能不全 急性气管支气管炎 膝关节病
233,膝关节病,膝关节病 颈椎病 腰椎管狭窄 阑尾炎 腰椎间盘突出 腹部良性肿瘤 肺恶性肿瘤 膝关节半月板损伤 胆石症 腹外疝
211,脑卒中,脑卒中 椎-基底动脉供血不全 脑动脉供血不足 短暂性脑缺血发作 高血压 类风湿性关节炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
136,糖尿病,糖尿病 卵巢良性肿瘤 输卵管积水 肺炎 胆石症 甲状腺肿 阑尾炎 胰腺恶性肿瘤 乳腺良性肿瘤 子宫内膜息肉
168,肺炎,肺炎 新生儿高胆红素血症 新生儿黄疸 白血病 支气管炎 淋巴结炎 下消化道出血 急性胰腺炎 视网膜脱离 膀胱炎
136,糖尿病,糖尿病 冠状动脉粥样硬化性心脏病 短暂性脑缺血发作 腹外疝 肺恶性肿瘤 阑尾炎 脑卒中 胆囊息肉 胆石症 支气管炎
258,陈旧性膝前十字韧带断裂,陈旧性膝前十字韧带断裂 膝关节前十字韧带完全断裂 膝关节半月板损伤 股骨颈骨折 妊娠期糖尿病 膝关节病 腹部良性肿瘤 肩袖损伤 输卵管积水 糖尿病
155,股骨颈骨折,股骨颈骨折 冠状动脉粥样硬化性心脏病 肺炎 慢性肾功能不全 脑卒中 腰椎管狭窄 心律失常 急性胰腺炎 胰腺恶性肿瘤 肾恶性肿瘤
162,肺恶性肿瘤,肺恶性肿瘤 脑卒中 冠状动脉粥样硬化性心脏病 颈动脉狭窄 气胸 视网膜脱离 胆石症 甲状腺恶性肿瘤 肺原位癌 腰椎管狭窄
221,腹外疝,腹外疝 乳腺良性肿瘤 鼻窦炎 鞘膜积液 胃炎 子宫内膜息肉 前列腺炎 精索静脉曲张 胃息肉 胃潴留
22,冠状动脉狭窄,冠状动脉粥样硬化性心脏病 高血压 糖尿病 冠状动脉狭窄 消化性溃疡 心律失常 结肠良性肿瘤 肾结石 甲状腺恶性肿瘤 膝关节病
67,心律失常,冠状动脉粥样硬化性心脏病 心律失常 结肠息肉 结肠良性肿瘤 膝关节病 膝关节半月板损伤 前列腺增生 甲状腺肿 糖尿病 颈椎病
198,胆石症,胆石症 肾恶性肿瘤 腰椎管狭窄 腹部良性肿瘤 前列腺恶性肿瘤 子宫平滑肌瘤 膝关节病 颈椎病 肺恶性肿瘤 股骨颈骨折
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
44,大隐静脉曲张,大隐静脉曲张 腹外疝 冠状动脉粥样硬化性心脏病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 肾结石
176,肺间质纤维化,慢性阻塞性肺疾病 肺恶性肿瘤 肺炎 支气管扩张症 肺部感染 冠状动脉粥样硬化性心脏病 支气管哮喘 肺结核 支气管恶性肿瘤 肺栓塞
45,妊娠期糖尿病,妊娠期糖尿病 糖尿病 视网膜脱离 白内障 病毒性脑膜炎 子宫颈上皮内瘤变 子宫平滑肌瘤 肺炎 玻璃体积血 腰椎管狭窄
67,心律失常,冠状动脉粥样硬化性心脏病 心律失常 高血压 腰椎管狭窄 膝关节病 腹部良性肿瘤 脑卒中 陈旧性膝前十字韧带断裂 胆石症 膝关节前十字韧带完全断裂
218,腰椎管狭窄,腰椎管狭窄 膝关节病 腰椎间盘突出 颈椎病 肾结石 肩袖损伤 前列腺增生 膀胱恶性肿瘤 腹部良性肿瘤 股骨颈骨折
218,腰椎管狭窄,腰椎管狭窄 腰椎间盘突出 颈椎病 胆石症 肺恶性肿瘤 肾恶性肿瘤 阑尾炎 肾积水 腹部恶性肿瘤 混合痔
116,甲状腺恶性肿瘤,甲状腺恶性肿瘤 甲状腺肿 胆石症 膝关节病 颈椎病 心律失常 前列腺恶性肿瘤 混合痔 脑卒中 冠状动脉粥样硬化性心脏病
269,颈椎病,颈椎病 腰椎管狭窄 膝关节病 膝关节半月板损伤 胆石症 心律失常 陈旧性膝前十字韧带断裂 肾恶性肿瘤 颈动脉狭窄 甲状腺肿
168,肺炎,肺炎 细支气管炎 陈旧性膝前十字韧带断裂 间质性肺病 肺部感染 肺恶性肿瘤 气胸 肾病综合征 肾盂肾炎 肾积水
221,腹外疝,腹外疝 鼻窦炎 乳腺良性肿瘤 心律失常 胸膜病变 肺栓塞 肺恶性肿瘤 前列腺恶性肿瘤 鞘膜积液 子宫内膜息肉
282,高血压,高血压 心律失常 糖尿病 冠状动脉粥样硬化性心脏病 脑卒中 低钾血症 慢性肾功能不全 胃炎 良性阵发性位置性眩晕 肾恶性肿瘤
211,脑卒中,脑卒中 肺炎 冠状动脉粥样硬化性心脏病 心律失常 肺恶性肿瘤 腹部恶性肿瘤 病毒性脑膜炎 慢性阻塞性肺疾病 短暂性脑缺血发作 肺部感染
175,肺部感染,冠状动脉粥样硬化性心脏病 肺炎 腹部恶性肿瘤 肺恶性肿瘤 胆道感染 慢性肾功能不全 心律失常 脑卒中 肾恶性肿瘤 心肌炎
152,肝恶性肿瘤,腹部恶性肿瘤 甲状腺恶性肿瘤 颈椎病 胆石症 腰椎管狭窄 气胸 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 肝恶性肿瘤 膝关节前十字韧带完全断裂
168,肺炎,慢性阻塞性肺疾病 肺炎 肺部感染 肺恶性肿瘤 冠状动脉粥样硬化性心脏病 支气管扩张症 胸腔积液 慢性肾功能不全 间质性肺病 脑卒中
88,支气管哮喘,支气管哮喘 慢性阻塞性肺疾病 肺炎 肺恶性肿瘤 肺部感染 高血压 支气管扩张症 支气管炎 结节病 子宫内膜息肉
30,卵巢良性肿瘤,腹部良性肿瘤 输卵管积水 子宫平滑肌瘤 颈椎病 子宫颈上皮内瘤变 卵巢良性肿瘤 甲状腺恶性肿瘤 肾恶性肿瘤 胆石症 胆道感染
102,气胸,气胸 冠状动脉粥样硬化性心脏病 肺炎 精索静脉曲张 乳腺良性肿瘤 心律失常 子宫内膜息肉 鞘膜积液 鼻窦瘘 子宫平滑肌瘤
132,短暂性脑缺血发作,脑卒中 短暂性脑缺血发作 心律失常 脑动脉供血不足 椎-基底动脉供血不全 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
233,膝关节病,膝关节病 颈椎病 腹部良性肿瘤 腰椎管狭窄 胆石症 肾结石 肾恶性肿瘤 甲状腺肿 腰椎间盘突出 甲状腺恶性肿瘤
113,玻璃体积血,糖尿病 白内障 玻璃体积血 视网膜脱离 下肢静脉曲张 肾盂肾炎 肾梗死 肾积水 肾损伤 胃肠炎
4,下肢静脉曲张,冠状动脉粥样硬化性心脏病 心律失常 胆石症 糖尿病 颈椎病 腹部良性肿瘤 腰椎管狭窄 前列腺恶性肿瘤 前列腺增生 甲状腺肿
90,支气管扩张症,慢性阻塞性肺疾病 支气管扩张症 肺恶性肿瘤 肺炎 间质性肺病 肺部感染 支气管哮喘 肺间质纤维化 腹外疝 肺结核
198,胆石症,冠状动脉粥样硬化性心脏病 肺炎 肾结石 肺恶性肿瘤 乳腺良性肿瘤 胆石症 输尿管结石 子宫平滑肌瘤 急性胰腺炎 腹部良性肿瘤
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
90,支气管扩张症,肺炎 肺恶性肿瘤 支气管扩张症 慢性阻塞性肺疾病 肺结核 肺部感染 呼吸衰竭 进行性系统性硬化症 肺栓塞 类风湿性关节炎
198,胆石症,胆石症 腹部良性肿瘤 膝关节半月板损伤 结肠良性肿瘤 胆囊息肉 胃息肉 胆道感染 乳腺良性肿瘤 阑尾炎 冠状动脉粥样硬化性心脏病
211,脑卒中,脑卒中 椎-基底动脉供血不全 短暂性脑缺血发作 癫癎 慢性阻塞性肺疾病 颈动脉狭窄 结节病 重症肌无力 甲状腺肿 肺结核
82,慢性肾功能不全,慢性肾功能不全 腰椎管狭窄 脑卒中 冠状动脉粥样硬化性心脏病 肺炎 肺恶性肿瘤 胸腔积液 肾积水 肾小球肾炎 肾恶性肿瘤
269,颈椎病,颈椎病 腰椎管狭窄 甲状腺恶性肿瘤 胆石症 卵巢良性肿瘤 膝关节病 腰椎间盘突出 前列腺增生 肾恶性肿瘤 子宫内膜息肉
136,糖尿病,白内障 糖尿病 玻璃体积血 视网膜脱离 脑卒中 脑动脉供血不足 腰椎管狭窄 腰椎间盘突出 高血压 心律失常
169,肺结核,肺炎 肺结核 肺恶性肿瘤 肺部感染 支气管扩张症 胸腔积液 脑卒中 支气管哮喘 间质性肺病 慢性阻塞性肺疾病
164,肺栓塞,肺炎 肺部感染 肺恶性肿瘤 肺栓塞 心律失常 肺脓肿 支气管扩张症 肺结核 胸腔积液 胆石症
269,颈椎病,颈椎病 脑卒中 肾结石 视网膜脱离 阑尾炎 腰椎管狭窄 玻璃体积血 甲状腺肿 良性阵发性位置性眩晕 输尿管结石
154,肠梗阻,阑尾炎 胆石症 腰椎管狭窄 肠梗阻 妊娠期糖尿病 卵巢良性肿瘤 股骨颈骨折 混合痔 陈旧性膝前十字韧带断裂 膝关节半月板损伤
24,冠状动脉粥样硬化性心脏病,肺炎 冠状动脉粥样硬化性心脏病 慢性肾功能不全 脑卒中 慢性阻塞性肺疾病 肺部感染 肺恶性肿瘤 胸腔积液 心律失常 支气管哮喘
269,颈椎病,颈椎病 子宫内膜息肉 子宫平滑肌瘤 卵巢良性肿瘤 肾恶性肿瘤 子宫颈上皮内瘤变 股骨颈骨折 膝关节前十字韧带完全断裂 糖尿病 甲状腺恶性肿瘤
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 慢性肾功能不全 脑卒中 输尿管结石 呼吸衰竭 肾恶性肿瘤 肾小球肾炎 胆道感染 支气管扩张症
85,房间隔缺损,冠状动脉粥样硬化性心脏病 房间隔缺损 室间隔缺损 风湿性二尖瓣狭窄伴关闭不全 胆石症 肺炎 脑卒中 心力衰竭 腹部恶性肿瘤 肺栓塞
240,视神经脊髓炎,肺炎 慢性肾功能不全 胆石症 冠状动脉粥样硬化性心脏病 间质性肺病 肺栓塞 膀胱恶性肿瘤 贫血 子宫平滑肌瘤 肺恶性肿瘤
198,胆石症,颈椎病 胆石症 肝恶性肿瘤 腰椎管狭窄 阑尾炎 肠梗阻 肺恶性肿瘤 膀胱恶性肿瘤 肺部感染 肾恶性肿瘤
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 颈椎病 胆石症 肾恶性肿瘤 肺恶性肿瘤 前列腺恶性肿瘤 膝关节病 脑卒中 胆囊息肉 心房良性肿瘤
232,膝关节半月板损伤,膝关节半月板损伤 膝关节病 子宫内膜息肉 卵巢良性肿瘤 心律失常 跟腱断裂 前列腺恶性肿瘤 肺炎 肩袖损伤 混合痔
30,卵巢良性肿瘤,卵巢良性肿瘤 腹部良性肿瘤 输卵管积水 胆石症 子宫平滑肌瘤 妊娠期糖尿病 颈椎病 肾恶性肿瘤 冠状动脉粥样硬化性心脏病 腰椎管狭窄
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
106,混合痔,混合痔 肛瘘 精索静脉曲张 乳腺良性肿瘤 男性不育症 子宫内膜息肉 腹部良性肿瘤 肩袖损伤 输卵管积水 肾盂肾炎
207,脑动脉供血不足,冠状动脉粥样硬化性心脏病 高血压 脑卒中 肺炎 肝恶性肿瘤 慢性阻塞性肺疾病 脑动脉供血不足 急性胰腺炎 胆石症 胆道感染
162,肺恶性肿瘤,肺恶性肿瘤 冠状动脉粥样硬化性心脏病 颈椎病 胆石症 腰椎间盘突出 肾恶性肿瘤 气胸 腹部良性肿瘤 脑卒中 肺炎
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 肺炎 脑卒中 慢性肾功能不全 肺恶性肿瘤 输尿管狭窄 肺栓塞 椎-基底动脉供血不全 肺部感染
46,子宫内膜息肉,子宫内膜息肉 子宫颈上皮内瘤变 腹部良性肿瘤 子宫平滑肌瘤 输卵管积水 胆石症 卵巢良性肿瘤 膝关节半月板损伤 冠状动脉粥样硬化性心脏病 肾恶性肿瘤
67,心律失常,心律失常 心力衰竭 冠状动脉粥样硬化性心脏病 脑卒中 肺炎 甲状腺功能亢进症 颈椎病 糖尿病 短暂性脑缺血发作 肺栓塞
46,子宫内膜息肉,子宫内膜息肉 输卵管积水 子宫平滑肌瘤 腹部良性肿瘤 卵巢良性肿瘤 子宫颈上皮内瘤变 乳腺良性肿瘤 混合痔 妊娠期糖尿病 甲状腺恶性肿瘤
219,腰椎间盘突出,腰椎间盘突出 男性不育症 腰椎管狭窄 输尿管结石 乳腺恶性肿瘤 神经痛 精索静脉曲张 胸膜病变 陈旧性膝前十字韧带断裂 肩袖损伤
125,白内障,白内障 视网膜脱离 糖尿病 肾恶性肿瘤 肩袖损伤 腹外疝 前列腺炎 精索静脉曲张 玻璃体积血 子宫内膜息肉
158,肩袖损伤,陈旧性膝前十字韧带断裂 肩袖损伤 股骨颈骨折 膝关节半月板损伤 男性不育症 膝关节前十字韧带完全断裂 混合痔 肾结核 肾结石 胃息肉
67,心律失常,冠状动脉粥样硬化性心脏病 糖尿病 心律失常 脑卒中 支气管扩张症 心脏神经症 前列腺增生 间质性肺病 肾小球肾炎 肾结石
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
258,陈旧性膝前十字韧带断裂,陈旧性膝前十字韧带断裂 膝关节半月板损伤 股骨颈骨折 膝关节前十字韧带完全断裂 卵巢良性肿瘤 子宫内膜息肉 肩袖损伤 肾结核 肾结石 胃息肉
106,混合痔,混合痔 肛瘘 精索静脉曲张 肾恶性肿瘤 男性不育症 膀胱炎 膀胱恶性肿瘤 腹部良性肿瘤 冠状动脉粥样硬化性心脏病 肾结石
198,胆石症,冠状动脉粥样硬化性心脏病 消化性溃疡 肾结石 肾恶性肿瘤 肺恶性肿瘤 慢性肾功能不全 胆石症 肺炎 脑卒中 急性胰腺炎
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 结肠息肉 慢性肾功能不全 高脂血症 糖尿病 冠状动脉狭窄 胃肠功能紊乱 胃炎 胃潴留
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 冠状动脉狭窄 高血压 肺炎 胃炎 椎-基底动脉供血不全 癫癎 糖尿病 心力衰竭
130,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
168,肺炎,肺炎 肺部感染 冠状动脉粥样硬化性心脏病 脑卒中 肺恶性肿瘤 胆道感染 腹部恶性肿瘤 胆石症 心力衰竭 慢性阻塞性肺疾病
211,脑卒中,脑卒中 冠状动脉粥样硬化性心脏病 颈椎病 腹外疝 胆石症 颈动脉狭窄 甲状腺恶性肿瘤 腰椎管狭窄 陈旧性膝前十字韧带断裂 前列腺增生
269,颈椎病,颈椎病 腰椎间盘突出 腰椎管狭窄 陈旧性膝前十字韧带断裂 腹部良性肿瘤 甲状腺恶性肿瘤 输卵管积水 膝关节病 肾恶性肿瘤 胆石症
80,急性胰腺炎,急性胰腺炎 胆石症 肺炎 冠状动脉粥样硬化性心脏病 糖尿病 脑卒中 消化性溃疡 气胸 阑尾炎 肺部感染
64,心力衰竭,冠状动脉粥样硬化性心脏病 心力衰竭 肺炎 膀胱恶性肿瘤 肺部感染 糖尿病 心律失常 肺恶性肿瘤 胆石症 腰椎管狭窄
136,糖尿病,糖尿病 冠状动脉粥样硬化性心脏病 多发性骨髓瘤 心律失常 肺恶性肿瘤 胃炎 支气管扩张症 支气管哮喘 肺原位癌 痛风
285,鼻窦瘘,鼻窦瘘 鼻窦炎 冠状动脉粥样硬化性心脏病 白内障 胆石症 玻璃体积血 心律失常 膀胱恶性肿瘤 心力衰竭 糖尿病
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
243,跟腱断裂,跟腱断裂 颈椎病 膝关节半月板损伤 精索静脉曲张 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
218,腰椎管狭窄,腰椎管狭窄 颈椎病 腰椎间盘突出 膝关节病 腹部良性肿瘤 肺恶性肿瘤 甲状腺恶性肿瘤 肾恶性肿瘤 前列腺增生 冠状动脉粥样硬化性心脏病
233,膝关节病,膝关节病 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 肾结石 前列腺恶性肿瘤 卵巢良性肿瘤 阑尾炎 输尿管结石 前列腺增生 乳腺良性肿瘤
125,白内障,白内障 心律失常 糖尿病 心力衰竭 混合痔 视网膜脱离 卵巢良性肿瘤 胃恶性肿瘤 胆石症 白血病
205,胸膜病变,冠状动脉粥样硬化性心脏病 脑卒中 子宫内膜息肉 玻璃体积血 甲状腺恶性肿瘤 心律失常 新生儿高胆红素血症 睡眠呼吸暂停低通气综合征 糖尿病 肺恶性肿瘤
146,结肠息肉,结肠良性肿瘤 结肠息肉 乳腺良性肿瘤 肺恶性肿瘤 冠状动脉粥样硬化性心脏病 脑卒中 腹外疝 胆石症 子宫内膜息肉 子宫平滑肌瘤
221,腹外疝,腹外疝 肺恶性肿瘤 乳腺良性肿瘤 慢性肾功能不全 结肠息肉 大隐静脉曲张 甲状腺恶性肿瘤 肺结核 腹部良性肿瘤 白内障
113,玻璃体积血,玻璃体积血 视网膜脱离 糖尿病 白内障 结肠息肉 结肠良性肿瘤 腹部良性肿瘤 胃炎 肺部感染 肺炎
233,膝关节病,膝关节半月板损伤 膝关节病 肩袖损伤 颈椎病 腰椎间盘突出 视网膜脱离 子宫颈上皮内瘤变 胃肠功能紊乱 胃炎 胃潴留
233,膝关节病,膝关节病 腰椎管狭窄 腹部良性肿瘤 子宫内膜息肉 心律失常 血小板减少 甲状腺恶性肿瘤 肺结核 胆石症 甲状腺肿
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 肺恶性肿瘤 高血压 心律失常 肺部感染 脑卒中 冠状动脉狭窄 高脂血症 前列腺恶性肿瘤 肺炎
211,脑卒中,脑卒中 椎-基底动脉供血不全 脑动脉供血不足 皮层下动脉硬化性脑病 帕金森病 肺恶性肿瘤 支气管哮喘 良性阵发性位置性眩晕 糖尿病 痴呆
136,糖尿病,糖尿病 冠状动脉粥样硬化性心脏病 颈动脉狭窄 输尿管结石 妊娠期糖尿病 心律失常 慢性肾功能不全 股骨颈骨折 胰腺恶性肿瘤 肺良性肿瘤
218,腰椎管狭窄,腰椎管狭窄 膝关节病 腰椎间盘突出 颈椎病 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 前列腺增生 腹部良性肿瘤 肺部感染 肾积水
45,妊娠期糖尿病,妊娠期糖尿病 子宫内膜息肉 子宫平滑肌瘤 输卵管积水 卵巢良性肿瘤 心律失常 子宫颈上皮内瘤变 腹部良性肿瘤 胃炎 胃潴留
168,肺炎,肺炎 慢性阻塞性肺疾病 肺恶性肿瘤 肺结核 肺部感染 胸腔积液 过敏性肺炎 支气管扩张症 支气管哮喘 肺脓肿
243,跟腱断裂,腹外疝 精索静脉曲张 跟腱断裂 冠状动脉粥样硬化性心脏病 鼻窦炎 心律失常 鼻窦瘘 输尿管结石 膝关节半月板损伤 乳腺良性肿瘤
60,弥漫性肺泡出血综合征,支气管扩张症 肺炎 子宫平滑肌瘤 胃炎 冠状动脉粥样硬化性心脏病 肺曲霉菌病 肺恶性肿瘤 血管炎 肾恶性肿瘤 间质性肺病
232,膝关节半月板损伤,膝关节半月板损伤 陈旧性膝前十字韧带断裂 子宫内膜息肉 肾结石 膀胱恶性肿瘤 腹部良性肿瘤 乳腺恶性肿瘤 甲状腺恶性肿瘤 股骨颈骨折 子宫颈上皮内瘤变
246,输尿管结石,前列腺恶性肿瘤 膝关节病 腰椎管狭窄 腹部良性肿瘤 肾恶性肿瘤 肾结石 肺恶性肿瘤 心律失常 胆石症 膝关节前十字韧带完全断裂
198,胆石症,胆石症 肝恶性肿瘤 间质性肺病 冠状动脉粥样硬化性心脏病 阑尾炎 胆道感染 腹部恶性肿瘤 肺炎 胃息肉 颈椎病
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 慢性肾功能不全 心律失常 腰椎管狭窄 支气管炎 肺部感染 糖尿病 结肠息肉 心力衰竭 膀胱恶性肿瘤
134,类风湿性关节炎,肺炎 肺部感染 糖尿病 类风湿性关节炎 脑卒中 心律失常 肺间质纤维化 慢性阻塞性肺疾病 高血压 胆石症
70,心源性猝死,冠状动脉粥样硬化性心脏病 腹部恶性肿瘤 胆石症 慢性肾功能不全 肺部感染 胃恶性肿瘤 急性肾衰竭 心力衰竭 上消化道出血 急性胰腺炎
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 高血压 气胸 冠状动脉狭窄 肾小球肾炎 肺恶性肿瘤 颈动脉硬化 肺动脉高压 结肠息肉
168,肺炎,肺炎 肺恶性肿瘤 冠状动脉粥样硬化性心脏病 脑卒中 胆石症 肺结核 腰椎间盘突出 支气管扩张症 糖尿病 脑动脉供血不足
95,新生儿高胆红素血症,新生儿黄疸 新生儿高胆红素血症 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠功能紊乱 胃息肉 肾结核
269,颈椎病,颈椎病 肩袖损伤 腰椎管狭窄 腰椎间盘突出 高血压 腹外疝 膝关节前十字韧带完全断裂 膝关节半月板损伤 胆囊息肉 胆石症
122,痛风,痛风 肺炎 胆石症 类风湿性关节炎 肺恶性肿瘤 脑卒中 慢性肾功能不全 心律失常 冠状动脉粥样硬化性心脏病 肾恶性肿瘤
202,胸腔积液,肺炎 肺恶性肿瘤 慢性阻塞性肺疾病 慢性肾功能不全 肺结核 胸腔积液 肺部感染 脑动脉供血不足 胆石症 支气管炎
168,肺炎,呼吸衰竭 肺炎 肺恶性肿瘤 冠状动脉粥样硬化性心脏病 心力衰竭 膝关节病 肺结核 慢性阻塞性肺疾病 胆石症 心律失常
269,颈椎病,颈椎病 腰椎管狭窄 肺恶性肿瘤 腰椎间盘突出 肾恶性肿瘤 输卵管积水 膝关节病 子宫平滑肌瘤 腹部良性肿瘤 颅内动脉瘤
130,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 心力衰竭 心律失常 胸腔积液 动脉导管未闭 肺动脉高压 肥厚性心肌病 结肠息肉 急性胰腺炎
175,肺部感染,肺炎 肺恶性肿瘤 支气管哮喘 肺部感染 慢性阻塞性肺疾病 支气管扩张症 结节病 腹外疝 冠状动脉粥样硬化性心脏病 胃炎
269,颈椎病,颈椎病 胆石症 腰椎间盘突出 腹部良性肿瘤 子宫平滑肌瘤 腰椎管狭窄 输卵管积水 前列腺增生 膝关节前十字韧带完全断裂 子宫颈上皮内瘤变
168,肺炎,肺炎 支气管炎 结节病 肺结核 新生儿高胆红素血症 子宫内膜息肉 白血病 新生儿黄疸 胃肠炎 胃肠功能紊乱
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
219,腰椎间盘突出,腰椎管狭窄 膝关节病 腰椎间盘突出 肺恶性肿瘤 冠状动脉粥样硬化性心脏病 肾结石 肺炎 肾恶性肿瘤 子宫颈上皮内瘤变 阑尾炎
67,心律失常,心律失常 冠状动脉粥样硬化性心脏病 肺栓塞 高血压 糖尿病 二尖瓣关闭不全 子宫内膜息肉 良性阵发性位置性眩晕 心力衰竭 肺炎
211,脑卒中,脑卒中 肺恶性肿瘤 慢性肾功能不全 椎-基底动脉供血不全 脑动脉供血不足 冠状动脉粥样硬化性心脏病 肺炎 腹部恶性肿瘤 颈椎病 肺栓塞
106,混合痔,混合痔 肛瘘 膝关节半月板损伤 胆石症 输尿管结石 陈旧性膝前十字韧带断裂 跟腱断裂 颈椎病 乳腺良性肿瘤 膝关节前十字韧带完全断裂
