标签,疾病名字,top10
219,腰椎间盘突出,腰椎管狭窄 小脑扁桃体下疝畸形 输尿管结石 输卵管积水 子宫颈上皮内瘤变 前列腺恶性肿瘤 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
139,系统性血管炎,肺炎 肝恶性肿瘤 肺恶性肿瘤 心律失常 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃息肉
200,胆道感染,胆石症 膝关节半月板损伤 心内膜炎 膝关节前十字韧带完全断裂 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃息肉
130,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
198,胆石症,前列腺恶性肿瘤 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核
198,胆石症,肾结石 肾恶性肿瘤 胆石症 冠状动脉粥样硬化性心脏病 前列腺增生 腹部恶性肿瘤 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
98,椎-基底动脉供血不全,椎-基底动脉供血不全 脑卒中 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 IgA肾病 肾结核
211,脑卒中,脑卒中 椎-基底动脉供血不全 良性阵发性位置性眩晕 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 IgA肾病
155,股骨颈骨折,腹部恶性肿瘤 肺炎 肺部感染 肾结石 膀胱恶性肿瘤 前列腺恶性肿瘤 腹部良性肿瘤 胃炎 胃潴留 胃淋巴瘤
188,肾结石,肾结石 结肠良性肿瘤 颈椎病 肾积水 玻璃体积血 膀胱恶性肿瘤 腹部良性肿瘤 胃炎 胃潴留 胃淋巴瘤
221,腹外疝,腹外疝 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核 肾积水
233,膝关节病,肾恶性肿瘤 子宫颈上皮内瘤变 膀胱恶性肿瘤 甲状腺恶性肿瘤 膝关节病 结肠息肉 腰椎管狭窄 肾盂肾炎 肾积水 肾结核
46,子宫内膜息肉,子宫内膜息肉 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
218,腰椎管狭窄,甲状腺恶性肿瘤 腹部良性肿瘤 腰椎间盘突出 输卵管积水 肾恶性肿瘤 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
211,脑卒中,颅内动脉瘤 肺恶性肿瘤 颈动脉狭窄 高血压 阑尾炎 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
162,肺恶性肿瘤,腹外疝 甲状腺恶性肿瘤 前列腺恶性肿瘤 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 IgA肾病
169,肺结核,肺炎 肺部感染 职业性过敏性肺泡炎 肺结核 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 肾结石
220,腹内疝,阑尾炎 腹部良性肿瘤 妊娠期糖尿病 前列腺恶性肿瘤 短暂性脑缺血发作 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
269,颈椎病,陈旧性膝前十字韧带断裂 颈椎病 子宫平滑肌瘤 腰椎间盘突出 肾恶性肿瘤 输卵管积水 肾病综合征 肾盂肾炎 肾积水 肾结核
221,腹外疝,腹外疝 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核 肾积水
168,肺炎,肺炎 脑卒中 冠状动脉粥样硬化性心脏病 慢性阻塞性肺疾病 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
198,胆石症,胆石症 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾积水
269,颈椎病,陈旧性膝前十字韧带断裂 甲状腺恶性肿瘤 子宫颈上皮内瘤变 卵巢良性肿瘤 子宫内膜息肉 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 IgA肾病
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
24,冠状动脉粥样硬化性心脏病,腹外疝 颈动脉狭窄 结肠息肉 冠状动脉粥样硬化性心脏病 心律失常 肺炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤
232,膝关节半月板损伤,膝关节半月板损伤 陈旧性膝前十字韧带断裂 膝关节前十字韧带完全断裂 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结核
218,腰椎管狭窄,腰椎间盘突出 胆石症 肾恶性肿瘤 腰椎管狭窄 肝恶性肿瘤 腹部恶性肿瘤 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
282,高血压,子宫内膜息肉 子宫平滑肌瘤 乳腺良性肿瘤 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 IgA肾病 胃恶性肿瘤
90,支气管扩张症,慢性阻塞性肺疾病 肺恶性肿瘤 支气管哮喘 肺脓肿 肾积水 肾结核 肾结石 胃息肉 胃肠炎 胃恶性肿瘤
218,腰椎管狭窄,玻璃体积血 白内障 膀胱恶性肿瘤 肩袖损伤 前列腺恶性肿瘤 腹部良性肿瘤 IgA肾病 胃炎 胃潴留 胃淋巴瘤
253,间质性肺病,腹外疝 腹部良性肿瘤 甲状腺肿 肺炎 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
136,糖尿病,糖尿病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核
116,甲状腺恶性肿瘤,胆囊息肉 子宫平滑肌瘤 肺良性肿瘤 乳腺良性肿瘤 腹部良性肿瘤 卵巢良性肿瘤 子宫内膜息肉 胃息肉 肾结核 胃肠功能紊乱
46,子宫内膜息肉,子宫内膜息肉 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
46,子宫内膜息肉,子宫内膜息肉 大隐静脉曲张 鼻窦炎 乳腺良性肿瘤 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
246,输尿管结石,肾结石 鞘膜积液 腹外疝 大隐静脉曲张 慢性肾功能不全 前列腺恶性肿瘤 乳腺良性肿瘤 胃炎 胃潴留 胃淋巴瘤
45,妊娠期糖尿病,妊娠期糖尿病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 脑卒中 胆囊息肉 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 肾结石
175,肺部感染,冠状动脉粥样硬化性心脏病 进行性系统性硬化症 前列腺增生 支气管炎 消化性溃疡 食管贲门黏膜撕裂综合征 肾积水 肾结核 肾结石 肾病综合征
160,肺动脉高压,肺炎 乳腺良性肿瘤 肺恶性肿瘤 类风湿性关节炎 支气管扩张症 纵隔淋巴结结核 肾积水 肾结核 肾结石 胃息肉
189,胃息肉,胃息肉 鼻窦瘘 肾积水 胆石症 胆囊息肉 心律失常 脑动脉粥样硬化 肾损伤 肾梗死 肾病综合征
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 心力衰竭 IgA肾病 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃息肉
98,椎-基底动脉供血不全,脑卒中 腹部良性肿瘤 颈椎病 前列腺增生 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 IgA肾病
181,肾恶性肿瘤,前列腺恶性肿瘤 肺恶性肿瘤 腹部良性肿瘤 肾恶性肿瘤 脑动脉粥样硬化 肾梗死 肾病综合征 肾盂肾炎 肾积水 肾结核
162,肺恶性肿瘤,肾恶性肿瘤 前列腺恶性肿瘤 结节病 腹部恶性肿瘤 腰椎管狭窄 肾病综合征 肾盂肾炎 肾积水 肾结核 肾结石
258,陈旧性膝前十字韧带断裂,陈旧性膝前十字韧带断裂 膝关节半月板损伤 膝关节前十字韧带完全断裂 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结核
244,输卵管积水,输卵管积水 腹部良性肿瘤 子宫平滑肌瘤 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
136,糖尿病,子宫内膜息肉 糖尿病 喉恶性肿瘤 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 肾结石
119,男性不育症,男性不育症 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
219,腰椎间盘突出,腰椎间盘突出 阑尾炎 输尿管结石 子宫平滑肌瘤 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 糖尿病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
45,妊娠期糖尿病,妊娠期糖尿病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 前列腺恶性肿瘤 胆石症 肺恶性肿瘤 肾恶性肿瘤 肾积水 肾结核 肾结石 胃息肉 肾病综合征
218,腰椎管狭窄,肛瘘 肺恶性肿瘤 输尿管结石 颈椎病 胆石症 前列腺恶性肿瘤 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 冠状动脉狭窄 高血压 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
221,腹外疝,腹外疝 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核 肾积水
44,大隐静脉曲张,大隐静脉曲张 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 胃肠炎 IgA肾病 肾结核
45,妊娠期糖尿病,妊娠期糖尿病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
24,冠状动脉粥样硬化性心脏病,肾动脉狭窄 子宫内膜息肉 男性不育症 肺栓塞 膝关节前十字韧带完全断裂 糖尿病 颈动脉狭窄 脂肪肝 肾梗死 肾病综合征
84,慢性阻塞性肺疾病,支气管扩张症 慢性阻塞性肺疾病 肺炎 支气管炎 肾结核 肾结石 胃息肉 胃恶性肿瘤 胃食管反流 胃潴留
24,冠状动脉粥样硬化性心脏病,妊娠期糖尿病 陈旧性膝前十字韧带断裂 颈椎病 下肢静脉曲张 冠状动脉粥样硬化性心脏病 子宫内膜息肉 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
198,胆石症,胆石症 急性胰腺炎 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 IgA肾病
163,肺曲霉菌病,阑尾炎 支气管哮喘 腹外疝 精索静脉曲张 乳腺良性肿瘤 甲状腺恶性肿瘤 IgA肾病 胃潴留 胃淋巴瘤 胃恶性肿瘤
98,椎-基底动脉供血不全,椎-基底动脉供血不全 脑动脉供血不足 良性阵发性位置性眩晕 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 IgA肾病
136,糖尿病,糖尿病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核
103,消化性溃疡,子宫颈上皮内瘤变 腹部良性肿瘤 膝关节病 子宫平滑肌瘤 妊娠期糖尿病 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤
102,气胸,子宫内膜息肉 乳腺恶性肿瘤 子宫颈上皮内瘤变 子宫平滑肌瘤 甲状腺恶性肿瘤 陈旧性膝前十字韧带断裂 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
181,肾恶性肿瘤,肾恶性肿瘤 子宫平滑肌瘤 膀胱恶性肿瘤 肺良性肿瘤 肺恶性肿瘤 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤
162,肺恶性肿瘤,肺恶性肿瘤 支气管炎 肺炎 胃炎 胆囊息肉 结肠良性肿瘤 肾结核 肾结石 胃息肉 胃食管反流
269,颈椎病,子宫内膜息肉 结肠息肉 糖耐量异常 脑动脉供血不足 良性阵发性位置性眩晕 乳腺良性肿瘤 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤
10,乳腺良性肿瘤,乳腺良性肿瘤 子宫内膜息肉 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
168,肺炎,肺恶性肿瘤 胆石症 肺炎 膀胱恶性肿瘤 慢性阻塞性肺疾病 胸腔积液 支气管扩张症 胃恶性肿瘤 胃淋巴瘤 胃食管反流
82,慢性肾功能不全,慢性肾功能不全 玻璃体积血 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核
99,横纹肌溶解,肺炎 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
24,冠状动脉粥样硬化性心脏病,心律失常 肾动脉狭窄 食管恶性肿瘤 腹部良性肿瘤 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
198,胆石症,输卵管积水 颈椎病 卵巢良性肿瘤 子宫内膜息肉 子宫平滑肌瘤 前列腺恶性肿瘤 IgA肾病 胃炎 胃潴留 胃淋巴瘤
175,肺部感染,肺恶性肿瘤 胆石症 心律失常 肺炎 肺结核 类风湿性关节炎 肺脓肿 胃肠功能紊乱 胃炎 胃潴留
175,肺部感染,肾恶性肿瘤 肺原位癌 肺炎 子宫颈上皮内瘤变 子宫内膜息肉 腹部良性肿瘤 输尿管狭窄 肾结石 胃息肉 肾积水
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
136,糖尿病,糖尿病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核
54,尿潴留,膀胱恶性肿瘤 肾结石 胆石症 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 IgA肾病 肾结核
44,大隐静脉曲张,下肢静脉曲张 大隐静脉曲张 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 IgA肾病
48,子宫颈上皮内瘤变,子宫内膜息肉 子宫颈上皮内瘤变 子宫平滑肌瘤 股骨颈骨折 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 IgA肾病 胃淋巴瘤
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 肺部感染 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结核
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 肺炎 膀胱恶性肿瘤 肺恶性肿瘤 IgA肾病 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤
162,肺恶性肿瘤,子宫内膜息肉 肺恶性肿瘤 膝关节前十字韧带完全断裂 膝关节半月板损伤 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
258,陈旧性膝前十字韧带断裂,陈旧性膝前十字韧带断裂 膝关节前十字韧带完全断裂 膝关节半月板损伤 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结核
18,低钠血症,结肠息肉 结肠良性肿瘤 脑卒中 心律失常 冠状动脉粥样硬化性心脏病 甲状腺肿 IgA肾病 胃肠功能紊乱 胃炎 胃潴留
181,肾恶性肿瘤,肾恶性肿瘤 腹部良性肿瘤 输卵管积水 甲状腺肿 前列腺增生 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 IgA肾病
130,睡眠呼吸暂停低通气综合征,膝关节半月板损伤 颈椎病 胆囊息肉 腹部良性肿瘤 陈旧性膝前十字韧带断裂 混合痔 肾积水 肾结核 肾病综合征 胃肠功能紊乱
218,腰椎管狭窄,腰椎管狭窄 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核 肾积水
218,腰椎管狭窄,腰椎管狭窄 腰椎间盘突出 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结核
200,胆道感染,妊娠期糖尿病 肾恶性肿瘤 子宫颈上皮内瘤变 股骨颈骨折 肠梗阻 肾结核 肾结石 胃息肉 肾盂肾炎 胃肠炎
267,颈动脉狭窄,颈椎病 玻璃体积血 鼻窦瘘 视网膜脱离 腹部良性肿瘤 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
227,膀胱恶性肿瘤,膝关节半月板损伤 颈椎病 肩袖损伤 膀胱恶性肿瘤 陈旧性膝前十字韧带断裂 乳腺良性肿瘤 肾结核 肾结石 肾盂肾炎 胃息肉
64,心力衰竭,冠状动脉粥样硬化性心脏病 糖尿病 心律失常 心力衰竭 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
282,高血压,大隐静脉曲张 乳腺良性肿瘤 冠状动脉粥样硬化性心脏病 卵巢良性肿瘤 子宫内膜息肉 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤
2,上消化道出血,肠梗阻 膀胱恶性肿瘤 胃恶性肿瘤 急性腹膜炎 肺部感染 肺栓塞 腰椎管狭窄 肾积水 肾结石 胃息肉
269,颈椎病,颈椎病 肾结石 膀胱恶性肿瘤 精索静脉曲张 视网膜脱离 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
90,支气管扩张症,肺恶性肿瘤 支气管炎 慢性阻塞性肺疾病 精索静脉曲张 胆石症 职业性过敏性肺泡炎 肾结核 肾结石 胃息肉 胃食管反流
132,短暂性脑缺血发作,脑卒中 短暂性脑缺血发作 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
219,腰椎间盘突出,腰椎间盘突出 脑膜良性肿瘤 腰椎管狭窄 子宫内膜息肉 甲状腺恶性肿瘤 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 肾结石
254,阑尾炎,阑尾炎 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核 肾积水
282,高血压,心律失常 乳腺良性肿瘤 冠状动脉狭窄 冠状动脉粥样硬化性心脏病 颅内损伤 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤
64,心力衰竭,子宫内膜息肉 脑卒中 冠状动脉粥样硬化性心脏病 前列腺恶性肿瘤 肩袖损伤 腹部良性肿瘤 子宫平滑肌瘤 胃炎 胃潴留 胃淋巴瘤
135,精索静脉曲张,男性不育症 精索静脉曲张 输尿管结石 肾结石 陈旧性膝前十字韧带断裂 IgA肾病 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结核
218,腰椎管狭窄,肩袖损伤 肾恶性肿瘤 阑尾炎 输卵管积水 子宫颈上皮内瘤变 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 肾结石
181,肾恶性肿瘤,男性不育症 胆石症 精索静脉曲张 肾结石 肾恶性肿瘤 乳腺良性肿瘤 IgA肾病 胃肠功能紊乱 胃炎 胃潴留
45,妊娠期糖尿病,妊娠期糖尿病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
168,肺炎,肺炎 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
168,肺炎,肺炎 肺脓肿 系统性血管炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 IgA肾病
269,颈椎病,子宫平滑肌瘤 子宫内膜息肉 甲状腺恶性肿瘤 肾结石 胆囊息肉 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 IgA肾病
218,腰椎管狭窄,腰椎管狭窄 腰椎间盘突出 胃炎 胃息肉 IgA肾病 胃肠功能紊乱 胃潴留 胃淋巴瘤 胃恶性肿瘤 肾结核
45,妊娠期糖尿病,妊娠期糖尿病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
146,结肠息肉,子宫内膜息肉 结肠息肉 胆囊息肉 输卵管积水 阑尾炎 肺结核 子宫颈上皮内瘤变 胃潴留 胃淋巴瘤 胃恶性肿瘤
140,紧张型头痛,脑卒中 乳腺良性肿瘤 子宫内膜息肉 短暂性脑缺血发作 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 IgA肾病
211,脑卒中,脑卒中 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核 肾积水
84,慢性阻塞性肺疾病,慢性阻塞性肺疾病 肺恶性肿瘤 肺部感染 肺炎 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
130,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
198,胆石症,阑尾炎 子宫平滑肌瘤 腹部良性肿瘤 胆囊息肉 卵巢良性肿瘤 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
88,支气管哮喘,胆囊息肉 胆石症 阑尾炎 卵巢良性肿瘤 乳腺良性肿瘤 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
168,肺炎,子宫内膜息肉 支气管炎 腹部良性肿瘤 肺栓塞 肺恶性肿瘤 肾结石 胃息肉 胃恶性肿瘤 肾积水 肾盂肾炎
211,脑卒中,脑卒中 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核 肾积水
130,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
106,混合痔,混合痔 子宫内膜息肉 膝关节前十字韧带完全断裂 子宫平滑肌瘤 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
84,慢性阻塞性肺疾病,呼吸衰竭 肺炎 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
30,卵巢良性肿瘤,子宫内膜息肉 子宫平滑肌瘤 精索静脉曲张 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
269,颈椎病,男性不育症 膝关节半月板损伤 腰椎管狭窄 膀胱恶性肿瘤 精索静脉曲张 视网膜脱离 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
225,腹部良性肿瘤,腹外疝 鼻窦瘘 结肠息肉 阑尾炎 精索静脉曲张 甲状腺恶性肿瘤 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 冠状动脉狭窄 心律失常 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
193,胃炎,胃炎 良性阵发性位置性眩晕 陈旧性膝前十字韧带断裂 冠状动脉粥样硬化性心脏病 胃食管反流 IgA肾病 胃潴留 胃淋巴瘤 胃恶性肿瘤 肾结石
116,甲状腺恶性肿瘤,子宫颈上皮内瘤变 子宫内膜息肉 肩袖损伤 膝关节半月板损伤 肾结核 肾结石 胃息肉 胃恶性肿瘤 胃食管反流 胃淋巴瘤
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 输尿管结石 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核
24,冠状动脉粥样硬化性心脏病,乳腺良性肿瘤 肺恶性肿瘤 脑卒中 肾积水 冠状动脉粥样硬化性心脏病 视网膜脱离 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤
269,颈椎病,颈椎病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 胃肠炎 IgA肾病 肾积水
168,肺炎,肺炎 支气管炎 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃肠炎 胃恶性肿瘤 肾结石
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
221,腹外疝,腹外疝 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核 肾积水
146,结肠息肉,腹外疝 结肠良性肿瘤 结肠息肉 腹部良性肿瘤 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
47,子宫平滑肌瘤,输卵管积水 卵巢良性肿瘤 子宫平滑肌瘤 子宫内膜息肉 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
176,肺间质纤维化,白内障 颈椎病 玻璃体积血 肺炎 前列腺增生 肺结核 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 子宫颈上皮内瘤变 颈椎病 肩袖损伤 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃肠炎 IgA肾病
198,胆石症,膝关节前十字韧带完全断裂 胆石症 子宫内膜息肉 阑尾炎 乳腺良性肿瘤 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 IgA肾病
244,输卵管积水,输卵管积水 腹部良性肿瘤 子宫平滑肌瘤 子宫内膜息肉 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
269,颈椎病,输卵管积水 肾恶性肿瘤 甲状腺恶性肿瘤 腹部良性肿瘤 肺良性肿瘤 脑膜良性肿瘤 肾积水 肾病综合征 肾结核 胃肠功能紊乱
218,腰椎管狭窄,腰椎管狭窄 腰椎间盘突出 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结核
