标签,疾病名字,top10
198,胆石症,胆石症 肝恶性肿瘤 腹部恶性肿瘤 腹内疝 食管恶性肿瘤 膀胱恶性肿瘤 肾恶性肿瘤 胆道感染 胰腺恶性肿瘤 颈椎病
231,膝关节前十字韧带完全断裂,陈旧性膝前十字韧带断裂 膝关节前十字韧带完全断裂 膝关节半月板损伤 颈部血管瘤 男性不育症 食管良性肿瘤 颈动脉硬化 精索静脉曲张 直肠息肉 腹部开放性损伤
195,胃肠炎,白血病 血小板减少 腹内疝 非霍奇金淋巴瘤 胃肠功能紊乱 直肠息肉 贫血 急性腹膜炎 胃炎 骨髓增生异常综合征
67,心律失常,妊娠期糖尿病 子宫平滑肌瘤 急性腹膜炎 房间隔缺损 卵巢良性肿瘤 腹部良性肿瘤 肾结石 膀胱恶性肿瘤 脑动静脉畸形 胃潴留
211,脑卒中,脑卒中 脑膜良性肿瘤 食管良性肿瘤 糖尿病 膝关节病 重症肌无力 多发性硬化 脑动脉粥样硬化 甲状腺功能亢进症 帕金森病
284,鼻窦炎,鼻窦炎 鼻窦瘘 前列腺炎 精索静脉曲张 鞘膜积液 直肠息肉 输尿管结石 肾结石 支气管恶性肿瘤 颈动脉硬化
211,脑卒中,脑卒中 短暂性脑缺血发作 脑炎 帕金森病 偏头痛 低血糖症 低钾血症 椎-基底动脉供血不全 癫癎 糖耐量异常
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 二尖瓣脱垂 二尖瓣狭窄 颈椎病 胆石症 低血压 颈动脉狭窄 房间隔缺损 腰椎管狭窄 食管良性肿瘤
282,高血压,高血压 颈动脉硬化 短暂性脑缺血发作 偏头痛 膝关节病 风湿性多肌痛 皮层下动脉硬化性脑病 食管良性肿瘤 肾结核 骨质疏松
136,糖尿病,糖尿病 糖耐量异常 细支气管炎 输尿管结石 脑动脉粥样硬化 低钾血症 冠状动脉粥样硬化性心脏病 高脂血症 肾结石 颈动脉硬化
162,肺恶性肿瘤,肺恶性肿瘤 食管恶性肿瘤 胸腔积液 肺脓肿 肺结核 支气管恶性肿瘤 腹部恶性肿瘤 霍奇金淋巴瘤 呼吸衰竭 胸膜炎
155,股骨颈骨折,股骨颈骨折 腹部开放性损伤 膝关节半月板损伤 陈旧性膝前十字韧带断裂 精索静脉曲张 肩袖损伤 肛瘘 跟腱断裂 颈部血管瘤 睾丸扭转
4,下肢静脉曲张,下肢静脉曲张 大隐静脉曲张 颈部血管瘤 血管炎 血管迷走性晕厥 颈动脉硬化 喉恶性肿瘤 膀胱炎 低钾血症 食管良性肿瘤
98,椎-基底动脉供血不全,脑卒中 椎-基底动脉供血不全 甲状腺炎 低血压 甲状腺功能亢进症 颈动脉硬化 短暂性脑缺血发作 皮层下动脉硬化性脑病 良性阵发性位置性眩晕 脑动脉供血不足
125,白内障,白内障 多发性硬化 子宫内膜息肉 颈部血管瘤 颅内损伤 重症肌无力 混合痔 食管良性肿瘤 子宫平滑肌瘤 胃炎
241,视网膜脱离,玻璃体积血 视网膜脱离 霍奇金淋巴瘤 静脉血栓症 肺栓塞 颈部血管瘤 尿潴留 精索静脉曲张 抗磷脂综合征 输尿管狭窄
231,膝关节前十字韧带完全断裂,陈旧性膝前十字韧带断裂 膝关节前十字韧带完全断裂 膝关节半月板损伤 男性不育症 肩袖损伤 鼻窦炎 精索静脉曲张 颈部血管瘤 腹内疝 喉恶性肿瘤
24,冠状动脉粥样硬化性心脏病,冠状动脉狭窄 颈动脉硬化 脑动脉粥样硬化 冠状动脉粥样硬化性心脏病 血管迷走性晕厥 心律失常 直肠脱垂 心脏神经症 鼻窦炎 神经痛
254,阑尾炎,阑尾炎 重症肌无力 肝豆状核变性 前列腺炎 特发性间质性肺炎 食管良性肿瘤 良性阵发性位置性眩晕 胸膜病变 乳腺良性肿瘤 心脏神经症
284,鼻窦炎,鼻窦瘘 鼻窦炎 精索静脉曲张 食管良性肿瘤 多发性硬化 喉恶性肿瘤 下肢静脉曲张 血管迷走性晕厥 直肠息肉 低血压
198,胆石症,胆石症 胆道感染 肺良性肿瘤 脾脏损伤 腹部恶性肿瘤 肾病综合征 胆囊息肉 腹内疝 食管恶性肿瘤 急性胰腺炎
162,肺恶性肿瘤,肺间质纤维化 支气管狭窄 糖尿病 细支气管炎 支气管哮喘 慢性阻塞性肺疾病 间质性肺病 支气管炎 骨关节病 脑卒中
218,腰椎管狭窄,腰椎管狭窄 腰椎间盘突出 骨关节病 肺良性肿瘤 卵巢良性肿瘤 颈椎病 肾结石 腹部恶性肿瘤 纵隔淋巴结结核 腹部良性肿瘤
232,膝关节半月板损伤,膝关节半月板损伤 膝关节病 混合痔 子宫内膜息肉 子宫颈上皮内瘤变 输尿管狭窄 低血压 胃食管反流 心脏神经症 食管良性肿瘤
155,股骨颈骨折,食管恶性肿瘤 股骨颈骨折 急性腹膜炎 腹内疝 小肠恶性肿瘤 肺恶性肿瘤 小脑扁桃体下疝畸形 肠梗阻 强直性脊柱炎 膝关节病
227,膀胱恶性肿瘤,膀胱恶性肿瘤 肾结石 膀胱结石 肾恶性肿瘤 输尿管结石 输尿管狭窄 肾积水 尿道结石 食管恶性肿瘤 膀胱炎
82,慢性肾功能不全,慢性肾功能不全 扩张型心肌病 静脉血栓症 贫血 膀胱恶性肿瘤 急性肾衰竭 特发性间质性肺炎 IgA肾病 食管贲门黏膜撕裂综合征 尿潴留
67,心律失常,心律失常 冠状动脉狭窄 糖耐量异常 冠状动脉粥样硬化性心脏病 颈动脉硬化 心脏神经症 高血压 膀胱炎 房间隔缺损 脑动脉粥样硬化
136,糖尿病,糖尿病 良性阵发性位置性眩晕 糖耐量异常 骨髓增生异常综合征 低血糖症 颈动脉硬化 低血压 脑动脉供血不足 脑动脉粥样硬化 血管迷走性晕厥
211,脑卒中,脑卒中 支气管炎 气管炎 脑动脉供血不足 偏头痛 短暂性脑缺血发作 痴呆 肺部感染 低血压 胃炎
168,肺炎,风湿性多肌痛 病毒性肺炎 颈内动脉海绵窦瘘 甲状腺炎 肺原位癌 肺炎 胆道感染 脑动脉炎 肾盂肾炎 肺部感染
125,白内障,白内障 颈部血管瘤 视神经脊髓炎 过敏性肺炎 多发性硬化 乳腺良性肿瘤 输尿管狭窄 帕金森病 支气管狭窄 血管炎
116,甲状腺恶性肿瘤,小肠良性肿瘤 甲状腺恶性肿瘤 肾结石 腹部恶性肿瘤 肺良性肿瘤 肾恶性肿瘤 乳腺恶性肿瘤 特发性血小板减少性紫癜 腹内疝 颈椎病
218,腰椎管狭窄,腰椎管狭窄 腰椎间盘突出 多发性骨髓瘤 肾盂肾炎 颅内动脉瘤 过敏性肺炎 腹部恶性肿瘤 房间隔缺损 股骨颈骨折 肺部感染
38,呼吸衰竭,呼吸衰竭 膀胱恶性肿瘤 小肠良性肿瘤 胃潴留 心力衰竭 膀胱结石 贫血 腹内疝 股骨颈骨折 前列腺恶性肿瘤
125,白内障,白内障 腹部开放性损伤 尿潴留 玻璃体积血 尿道损伤 前列腺恶性肿瘤 视网膜脱离 前列腺炎 小肠良性肿瘤 食管恶性肿瘤
258,陈旧性膝前十字韧带断裂,陈旧性膝前十字韧带断裂 膝关节前十字韧带完全断裂 膝关节半月板损伤 嗜酸粒细胞增多综合征 脑炎 液气胸 尿道损伤 腹部开放性损伤 气胸 炎症后肺间质纤维化
164,肺栓塞,肺栓塞 周期性瘫痪 喉恶性肿瘤 低血压 鼻窦瘘 白内障 脑卒中 胃炎 结核性腹膜炎 男性不育症
24,冠状动脉粥样硬化性心脏病,心脏神经症 冠状动脉粥样硬化性心脏病 颈动脉硬化 冠状动脉狭窄 高血压 血管迷走性晕厥 肥厚性心肌病 低血氧症 结节病 肺源性心脏病
175,肺部感染,过敏性肺炎 肺隐球菌病 支气管扩张症 支气管哮喘 支气管炎 肺恶性肿瘤 结节病 肺炎 细支气管炎 肺良性肿瘤
218,腰椎管狭窄,腰椎管狭窄 腹部恶性肿瘤 胃潴留 急性腹膜炎 腹内疝 食管恶性肿瘤 胃恶性肿瘤 室间隔缺损 肺肉芽肿 胆石症
47,子宫平滑肌瘤,子宫平滑肌瘤 乳腺良性肿瘤 卵巢良性肿瘤 膀胱炎 输尿管结石 肾结石 乳腺恶性肿瘤 输尿管狭窄 肾积水 腹部良性肿瘤
162,肺恶性肿瘤,特发性间质性肺炎 肺恶性肿瘤 肺部感染 肺脓肿 慢性阻塞性肺疾病 间质性肺病 支气管扩张症 胸腔积液 肺炎 霍奇金淋巴瘤
46,子宫内膜息肉,子宫颈上皮内瘤变 子宫内膜息肉 输卵管积水 腹部良性肿瘤 子宫平滑肌瘤 卵巢良性肿瘤 乳腺恶性肿瘤 血管迷走性晕厥 乳腺良性肿瘤 胆石症
233,膝关节病,食管良性肿瘤 膝关节半月板损伤 膝关节病 霍奇金淋巴瘤 骨关节病 精索静脉曲张 男性不育症 胸膜病变 颈椎病 输尿管狭窄
218,腰椎管狭窄,腰椎管狭窄 腰椎间盘突出 前列腺恶性肿瘤 肾损伤 胃潴留 股骨颈骨折 静脉血栓症 腹内疝 肠梗阻 腹部开放性损伤
155,股骨颈骨折,股骨颈骨折 腹部开放性损伤 男性不育症 精索静脉曲张 肛瘘 膝关节半月板损伤 颈部血管瘤 液气胸 颅内损伤 气胸
184,肾病综合征,肾病综合征 肾小球肾炎 IgA肾病 过敏性紫癜 痛风 妊娠期糖尿病 肺炎 静脉血栓症 强直性脊柱炎 膝关节病
48,子宫颈上皮内瘤变,二尖瓣关闭不全 食管良性肿瘤 房间隔缺损 静脉血栓症 肾积水 颅内动脉瘤 输尿管狭窄 重症肌无力 腹部良性肿瘤 风湿性二尖瓣狭窄伴关闭不全
269,颈椎病,颈椎病 尿潴留 尿道损伤 腰椎管狭窄 食管良性肿瘤 男性不育症 贫血 颈动脉硬化 肛瘘 膀胱恶性肿瘤
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 二尖瓣脱垂 房间隔缺损 二尖瓣关闭不全 心力衰竭 癫癎 室间隔缺损 颈动脉狭窄 膝关节病 胸腔积液
10,乳腺良性肿瘤,乳腺恶性肿瘤 乳腺良性肿瘤 食管良性肿瘤 腹内疝 结节病 甲状腺肿 子宫内膜息肉 血管炎 静脉血栓症 膝关节病
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高脂血症 冠状动脉狭窄 胃食管反流 房间隔缺损 颈动脉硬化 低血氧症 高血压 心脏神经症 低血压
269,颈椎病,颈椎病 喉恶性肿瘤 多发性硬化 小脑扁桃体下疝畸形 食管恶性肿瘤 周期性瘫痪 贫血 房间隔缺损 食管良性肿瘤 肺良性肿瘤
47,子宫平滑肌瘤,子宫平滑肌瘤 子宫内膜息肉 尿潴留 卵巢良性肿瘤 胃潴留 贫血 骨关节病 静脉血栓症 子宫颈上皮内瘤变 液气胸
225,腹部良性肿瘤,腹部良性肿瘤 卵巢良性肿瘤 子宫平滑肌瘤 霍奇金淋巴瘤 腹部恶性肿瘤 输卵管积水 二尖瓣关闭不全 静脉血栓症 肾恶性肿瘤 子宫颈上皮内瘤变
116,甲状腺恶性肿瘤,肺原位癌 肺良性肿瘤 过敏性肺炎 输尿管狭窄 肾恶性肿瘤 颈部血管瘤 肾结石 颈内动脉海绵窦瘘 喉恶性肿瘤 食管恶性肿瘤
231,膝关节前十字韧带完全断裂,陈旧性膝前十字韧带断裂 膝关节前十字韧带完全断裂 膝关节半月板损伤 强直性脊柱炎 食管良性肿瘤 神经痛 股骨颈骨折 肩袖损伤 骨关节病 跟腱断裂
162,肺恶性肿瘤,腹内疝 肺原位癌 肺良性肿瘤 肺肉芽肿 肺恶性肿瘤 肾结石 附睾炎 静脉血栓症 肾恶性肿瘤 股骨颈骨折
198,胆石症,胆石症 腹内疝 急性胰腺炎 食管良性肿瘤 气胸 小脑扁桃体下疝畸形 肾恶性肿瘤 阑尾炎 胆道感染 霍奇金淋巴瘤
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心肌炎 炎性肌病 冠状动脉狭窄 输尿管狭窄 肺原位癌 房间隔缺损 肾结石 肥厚性心肌病 肾病综合征
125,白内障,白内障 玻璃体积血 视网膜脱离 子宫内膜息肉 子宫平滑肌瘤 骨关节病 颅内损伤 血管迷走性晕厥 糖尿病 乳腺良性肿瘤
125,白内障,白内障 低血氧症 抗磷脂综合征 小肠良性肿瘤 颈部血管瘤 重叠综合征 偏头痛 血管迷走性晕厥 子宫内膜息肉 腹内疝
125,白内障,白内障 慢性肾功能不全 尿潴留 细支气管炎 肾动脉狭窄 骨关节病 颅内损伤 子宫内膜息肉 肾积水 颈部血管瘤
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心力衰竭 膝关节病 妊娠期糖尿病 脑膜良性肿瘤 急性肾衰竭 肥厚性心肌病 房间隔缺损 主动脉瓣狭窄 高血压
285,鼻窦瘘,鼻窦瘘 鼻窦炎 精索静脉曲张 男性不育症 食管良性肿瘤 颈部血管瘤 霍奇金淋巴瘤 膝关节半月板损伤 颈动脉硬化 陈旧性膝前十字韧带断裂
282,高血压,高血压 低血压 颈动脉狭窄 帕金森病 膝关节病 肾动脉狭窄 痴呆 肾损伤 骨关节病 静脉血栓症
25,前列腺增生,膀胱结石 膀胱恶性肿瘤 肾恶性肿瘤 颈椎病 肺良性肿瘤 食管良性肿瘤 颈动脉狭窄 输尿管结石 膀胱炎 腰椎管狭窄
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 颈动脉狭窄 痛风 食管良性肿瘤 肾动脉狭窄 肺血管畸形 主动脉夹层 强直性脊柱炎 鼻窦瘘 肾恶性肿瘤
162,肺恶性肿瘤,肺恶性肿瘤 肺泡蛋白沉着症 肺间质纤维化 炎症后肺间质纤维化 支气管狭窄 支气管炎 间质性肺病 胰腺恶性肿瘤 慢性阻塞性肺疾病 特发性间质性肺炎
125,白内障,白内障 多发性硬化 脑膜良性肿瘤 玻璃体积血 淋巴结炎 视网膜脱离 小肠良性肿瘤 颈部血管瘤 腹部开放性损伤 偏头痛
136,糖尿病,糖尿病 结节病 二尖瓣狭窄 子宫内膜息肉 食管良性肿瘤 颈动脉硬化 乳腺良性肿瘤 心脏神经症 扩张型心肌病 鼻窦炎
278,骨质疏松,骨质疏松 腰椎间盘突出 腰椎管狭窄 低血氧症 胃肠功能紊乱 食管良性肿瘤 高脂血症 颈动脉硬化 神经痛 支气管狭窄
198,胆石症,食管良性肿瘤 小肠恶性肿瘤 上消化道出血 结核性腹膜炎 肝恶性肿瘤 白血病 腹部恶性肿瘤 下消化道出血 胃恶性肿瘤 急性胰腺炎
46,子宫内膜息肉,子宫内膜息肉 子宫颈上皮内瘤变 混合痔 子宫平滑肌瘤 乳腺恶性肿瘤 颅内损伤 肾积水 男性不育症 食管良性肿瘤 腹部开放性损伤
136,糖尿病,糖尿病 食管恶性肿瘤 脑卒中 静脉血栓症 短暂性脑缺血发作 颅内动脉瘤 肝恶性肿瘤 胸腔积液 食管良性肿瘤 上消化道出血
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 肥厚性心肌病 心肌炎 心律失常 主动脉夹层 心力衰竭 慢性阻塞性肺疾病 支气管哮喘 低血压 扩张型心肌病
168,肺炎,急性肾衰竭 病毒性肺炎 肺脓肿 白血病 肺炎 呼吸衰竭 肺部感染 肺曲霉菌病 心内膜炎 肺恶性肿瘤
84,慢性阻塞性肺疾病,支气管哮喘 慢性阻塞性肺疾病 肺泡蛋白沉着症 肺曲霉菌病 支气管炎 胸腔积液 过敏性肺炎 结节病 肺血管畸形 细支气管炎
82,慢性肾功能不全,慢性肾功能不全 静脉血栓症 支气管炎 肺栓塞 肾病综合征 肺动脉高压 冠状动脉狭窄 慢性阻塞性肺疾病 输尿管狭窄 二尖瓣狭窄
48,子宫颈上皮内瘤变,静脉血栓症 强直性脊柱炎 肺栓塞 腹部良性肿瘤 子宫平滑肌瘤 肾积水 脑动静脉畸形 卵巢良性肿瘤 脾脏损伤 急性腹膜炎
111,特发性血小板减少性紫癜,特发性血小板减少性紫癜 血小板减少 多发性硬化 腹内疝 骨髓增生异常综合征 视神经脊髓炎 抗磷脂综合征 白血病 肾结石 脾脏损伤
219,腰椎间盘突出,腰椎管狭窄 脑膜良性肿瘤 腰椎间盘突出 肾损伤 肺良性肿瘤 食管恶性肿瘤 颈椎病 肾恶性肿瘤 气胸 小脑扁桃体下疝畸形
139,系统性血管炎,肺动脉高压 肺间质纤维化 间质性肺病 支气管扩张症 肺炎 血管炎 慢性阻塞性肺疾病 肺部感染 脑动脉炎 肝恶性肿瘤
200,胆道感染,胆道感染 胆石症 胰腺恶性肿瘤 结核性腹膜炎 心内膜炎 胸腔积液 肝恶性肿瘤 肺部感染 肺脓肿 肝性脑病
130,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 腹部开放性损伤 肺良性肿瘤 腹内疝 食管良性肿瘤 支气管恶性肿瘤 鼻窦炎 食管恶性肿瘤 冠状动脉粥样硬化性心脏病
198,胆石症,胆石症 前列腺恶性肿瘤 小肠良性肿瘤 膝关节病 肾恶性肿瘤 胃恶性肿瘤 前列腺增生 食管恶性肿瘤 颈动脉狭窄 腰椎管狭窄
198,胆石症,胆道感染 急性肾衰竭 胆石症 脑膜良性肿瘤 肝恶性肿瘤 急性腹膜炎 肾盂肾炎 低血压 血管炎 肺部感染
98,椎-基底动脉供血不全,椎-基底动脉供血不全 脑动脉供血不足 良性阵发性位置性眩晕 短暂性脑缺血发作 脑卒中 低血压 癫癎 颈动脉狭窄 颈内动脉海绵窦瘘 脑动脉粥样硬化
211,脑卒中,脑卒中 短暂性脑缺血发作 椎-基底动脉供血不全 帕金森病 支气管哮喘 癫癎 支气管恶性肿瘤 良性阵发性位置性眩晕 病毒性脑膜炎 过敏性肺炎
155,股骨颈骨折,股骨颈骨折 膀胱恶性肿瘤 胸膜恶性肿瘤 帕金森病 心内膜炎 低血压 肺部感染 肾病综合征 主动脉夹层 脑卒中
188,肾结石,肾结石 输尿管结石 膀胱结石 腰椎间盘突出 膀胱恶性肿瘤 膀胱炎 腰椎管狭窄 扩张型心肌病 鼻窦炎 颈动脉狭窄
221,腹外疝,腹外疝 霍奇金淋巴瘤 鼻窦瘘 食管良性肿瘤 肺栓塞 喉恶性肿瘤 静脉血栓症 甲状腺肿 胸膜病变 尿潴留
233,膝关节病,膝关节病 食管良性肿瘤 骨关节病 神经痛 胃息肉 乳腺恶性肿瘤 肾动脉狭窄 颈椎病 肺隐球菌病 输尿管狭窄
46,子宫内膜息肉,子宫内膜息肉 子宫颈上皮内瘤变 男性不育症 颅内损伤 混合痔 膝关节半月板损伤 食管良性肿瘤 乳腺恶性肿瘤 颈部血管瘤 乳腺良性肿瘤
218,腰椎管狭窄,腰椎管狭窄 小肠良性肿瘤 腹内疝 肾恶性肿瘤 急性腹膜炎 小脑扁桃体下疝畸形 食管良性肿瘤 肺良性肿瘤 肠梗阻 腹部恶性肿瘤
211,脑卒中,颈动脉狭窄 颅内动脉瘤 烟雾病 肺良性肿瘤 食管良性肿瘤 颈内动脉海绵窦瘘 胸膜恶性肿瘤 肾恶性肿瘤 食管恶性肿瘤 腹部恶性肿瘤
162,肺恶性肿瘤,过敏性肺炎 支气管狭窄 尿潴留 特发性间质性肺炎 食管恶性肿瘤 肺间质纤维化 胃食管反流 前列腺恶性肿瘤 胃炎 直肠脱垂
169,肺结核,急性气管支气管炎 肺结核 肺炎 肺曲霉菌病 支气管炎 肺部感染 肺脓肿 病毒性肺炎 慢性阻塞性肺疾病 细支气管炎
220,腹内疝,腹部开放性损伤 腹内疝 肠梗阻 急性腹膜炎 小脑扁桃体下疝畸形 主动脉夹层 肾恶性肿瘤 食管恶性肿瘤 阑尾炎 气胸
269,颈椎病,颈椎病 霍奇金淋巴瘤 食管良性肿瘤 气胸 腰椎间盘突出 小脑扁桃体下疝畸形 胆囊息肉 精索静脉曲张 肺良性肿瘤 腹内疝
221,腹外疝,腹外疝 前列腺炎 尿潴留 食管良性肿瘤 颈动脉硬化 支气管狭窄 肺良性肿瘤 前列腺恶性肿瘤 鞘膜积液 脑膜良性肿瘤
168,肺炎,肺炎 肺部感染 慢性阻塞性肺疾病 肺间质纤维化 支气管炎 急性肾衰竭 细支气管炎 间质性肺病 心肌炎 支气管扩张症
198,胆石症,胆石症 胆道感染 急性气管支气管炎 胆囊息肉 肺原位癌 肺良性肿瘤 肝恶性肿瘤 结节病 子宫平滑肌瘤 肺恶性肿瘤
269,颈椎病,食管良性肿瘤 颈椎病 喉恶性肿瘤 鼻窦瘘 陈旧性膝前十字韧带断裂 食管恶性肿瘤 小脑扁桃体下疝畸形 膝关节半月板损伤 心脏神经症 甲状腺功能亢进症
125,白内障,白内障 玻璃体积血 视网膜脱离 颅内动脉瘤 骨关节病 短暂性脑缺血发作 急性腹膜炎 尿潴留 前列腺恶性肿瘤 贫血
125,白内障,白内障 腹部开放性损伤 玻璃体积血 尿潴留 尿道损伤 视网膜脱离 前列腺恶性肿瘤 前列腺炎 精索静脉曲张 小肠良性肿瘤
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 慢性阻塞性肺疾病 间质性肺病 肺间质纤维化 消化性溃疡 支气管扩张症 低血压 肺动脉高压 心律失常 胃肠功能紊乱
232,膝关节半月板损伤,陈旧性膝前十字韧带断裂 膝关节前十字韧带完全断裂 霍奇金淋巴瘤 股骨颈骨折 颈部血管瘤 血管炎 膝关节半月板损伤 强直性脊柱炎 液气胸 腰椎间盘突出
218,腰椎管狭窄,腰椎管狭窄 贫血 食管恶性肿瘤 腰椎间盘突出 小脑扁桃体下疝畸形 血管炎 胰腺恶性肿瘤 腹部恶性肿瘤 胆石症 急性腹膜炎
282,高血压,脑动脉供血不足 高血压 糖耐量异常 病毒性脑膜炎 脑动脉粥样硬化 血管迷走性晕厥 脑膜良性肿瘤 颈动脉硬化 脂肪肝 皮层下动脉硬化性脑病
90,支气管扩张症,慢性阻塞性肺疾病 支气管扩张症 肺部感染 肺炎 支气管炎 肺曲霉菌病 肺间质纤维化 肺脓肿 过敏性肺炎 间质性肺病
218,腰椎管狭窄,重症肌无力 脑卒中 脑动脉粥样硬化 冠状动脉粥样硬化性心脏病 帕金森病 低血压 颈动脉狭窄 短暂性脑缺血发作 贫血 前列腺恶性肿瘤
253,间质性肺病,过敏性肺炎 嗜酸粒细胞增多综合征 病毒性肺炎 支气管哮喘 肺炎 肺曲霉菌病 骨髓增生异常综合征 特发性间质性肺炎 白血病 肺部感染
136,糖尿病,糖尿病 静脉血栓症 心包积液 心脏神经症 甲状腺功能减退 肾病综合征 肺源性心脏病 肺动脉高压 高脂血症 皮层下动脉硬化性脑病
116,甲状腺恶性肿瘤,食管良性肿瘤 膀胱恶性肿瘤 甲状腺肿 鼻窦瘘 胃息肉 乳腺恶性肿瘤 直肠息肉 腹内疝 骨关节病 子宫内膜息肉
46,子宫内膜息肉,子宫内膜息肉 肥厚性心肌病 动脉导管未闭 房间隔缺损 胃炎 颈部血管瘤 胃食管反流 鼻窦炎 脑动脉炎 白内障
46,子宫内膜息肉,子宫内膜息肉 子宫平滑肌瘤 心脏神经症 颈部血管瘤 鼻窦炎 血管迷走性晕厥 子宫颈上皮内瘤变 乳腺良性肿瘤 静脉血栓症 卵巢良性肿瘤
246,输尿管结石,输尿管结石 颈部血管瘤 鞘膜积液 肾结石 前列腺炎 腹内疝 膀胱结石 肾积水 输尿管狭窄 肾恶性肿瘤
45,妊娠期糖尿病,妊娠期糖尿病 糖尿病 甲状腺功能减退 输尿管狭窄 骨质疏松 输尿管结石 高脂血症 血管炎 心内膜炎 静脉血栓症
24,冠状动脉粥样硬化性心脏病,心脏神经症 冠状动脉粥样硬化性心脏病 高血压 高脂血症 低血压 血管迷走性晕厥 胃食管反流 乳腺恶性肿瘤 颈动脉硬化 食管良性肿瘤
175,肺部感染,肺部感染 支气管炎 肺炎 低血压 细支气管炎 支气管扩张症 肺间质纤维化 慢性阻塞性肺疾病 间质性肺病 肺脓肿
160,肺动脉高压,肺动脉高压 肺部感染 支气管炎 肺炎 胸腔积液 肺间质纤维化 肺结核 过敏性肺炎 心肌炎 静脉血栓症
189,胃息肉,胃息肉 食管良性肿瘤 血管迷走性晕厥 强直性脊柱炎 甲状腺炎 静脉血栓症 颈动脉硬化 心包积液 高脂血症 下肢静脉曲张
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心力衰竭 肺栓塞 静脉血栓症 高脂血症 气胸 心脏神经症 肺结核 房间隔缺损 高血压
98,椎-基底动脉供血不全,脑卒中 皮层下动脉硬化性脑病 食管良性肿瘤 短暂性脑缺血发作 低血压 糖尿病 帕金森病 高血压 颈动脉硬化 结肠息肉
181,肾恶性肿瘤,前列腺恶性肿瘤 肾恶性肿瘤 急性腹膜炎 腹部恶性肿瘤 腹内疝 膀胱恶性肿瘤 冠状动脉粥样硬化性心脏病 肺良性肿瘤 主动脉夹层 食管恶性肿瘤
162,肺恶性肿瘤,肺良性肿瘤 肺恶性肿瘤 肺肉芽肿 肺原位癌 重症肌无力 腹内疝 食管良性肿瘤 脑膜良性肿瘤 肠梗阻 肾恶性肿瘤
258,陈旧性膝前十字韧带断裂,陈旧性膝前十字韧带断裂 膝关节前十字韧带完全断裂 膝关节半月板损伤 食管良性肿瘤 腹部开放性损伤 肾积水 输尿管狭窄 鼻窦炎 肺脓肿 细支气管炎
244,输卵管积水,输卵管积水 卵巢良性肿瘤 腹部良性肿瘤 子宫平滑肌瘤 子宫颈上皮内瘤变 小脑扁桃体下疝畸形 颈椎病 肺良性肿瘤 子宫内膜息肉 肾恶性肿瘤
136,糖尿病,糖尿病 骨质疏松 心包积液 胃食管反流 子宫内膜息肉 支气管炎 胃炎 肺良性肿瘤 骨关节病 支气管狭窄
119,男性不育症,男性不育症 腹部开放性损伤 精索静脉曲张 肛瘘 膝关节半月板损伤 乳腺恶性肿瘤 颅内损伤 尿道损伤 陈旧性膝前十字韧带断裂 鼻窦炎
219,腰椎间盘突出,腰椎间盘突出 腰椎管狭窄 肾结石 食管良性肿瘤 特发性间质性肺炎 强直性脊柱炎 输尿管结石 血管炎 支气管哮喘 肺泡蛋白沉着症
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 颈动脉硬化 冠状动脉狭窄 糖尿病 肺脓肿 神经痛 心脏神经症 胃食管反流 支气管炎 高血压
45,妊娠期糖尿病,妊娠期糖尿病 贫血 腹部开放性损伤 糖尿病 颈部血管瘤 霍奇金淋巴瘤 小脑扁桃体下疝畸形 子宫内膜息肉 输卵管积水 肺良性肿瘤
24,冠状动脉粥样硬化性心脏病,室间隔缺损 冠状动脉粥样硬化性心脏病 腹部恶性肿瘤 肺良性肿瘤 急性腹膜炎 气胸 重症肌无力 食管恶性肿瘤 肝恶性肿瘤 肺恶性肿瘤
218,腰椎管狭窄,男性不育症 颈椎病 帕金森病 膀胱恶性肿瘤 肛瘘 精索静脉曲张 骨关节病 尿潴留 静脉血栓症 膝关节半月板损伤
24,冠状动脉粥样硬化性心脏病,冠状动脉狭窄 冠状动脉粥样硬化性心脏病 高血压 颈动脉硬化 房间隔缺损 肥厚性心肌病 胃食管反流 低血氧症 心律失常 支气管恶性肿瘤
221,腹外疝,腹外疝 直肠脱垂 结肠良性肿瘤 前列腺恶性肿瘤 前列腺炎 食管恶性肿瘤 贫血 鞘膜积液 膀胱恶性肿瘤 胸腔积液
44,大隐静脉曲张,大隐静脉曲张 静脉血栓症 下肢静脉曲张 弥漫性肺间质疾病 颈部血管瘤 乳腺恶性肿瘤 支气管恶性肿瘤 毛细血管扩张症 二尖瓣狭窄 甲状腺炎
