标签,疾病名字,top1,top3,top5,top8,top10,该类别实际样本数,该类别训练采样数
262.0,非霍奇金淋巴瘤,0.34(11/32),0.59(19/32),0.62(20/32),0.75(24/32),0.84(27/32)
263.0,鞘膜积液,0.63(47/74),0.77(57/74),0.79(59/74),0.83(62/74),0.83(62/74)
264.0,颅内动脉瘤,0.44(13/29),0.75(22/29),0.79(23/29),0.79(23/29),0.79(23/29)
265.0,颅内损伤,0.47(11/23),0.69(16/23),0.73(17/23),0.82(19/23),0.82(19/23)
266.0,颈内动脉海绵窦瘘,0.33(2/6),0.5(3/6),0.5(3/6),0.66(4/6),0.66(4/6)
267.0,颈动脉狭窄,0.49(75/152),0.71(109/152),0.80(123/152),0.86(131/152),0.88(135/152)
268.0,颈动脉硬化,0.11(4/35),0.4(14/35),0.57(20/35),0.77(27/35),0.77(27/35)
269.0,颈椎病,0.88(2441/2760),0.93(2582/2760),0.94(2618/2760),0.96(2656/2760),0.97(2684/2760)
270.0,颈部血管瘤,0.0(0/3),0.66(2/3),0.66(2/3),0.66(2/3),1.0(3/3)
271.0,风湿性二尖瓣狭窄伴关闭不全,0.25(6/24),0.37(9/24),0.66(16/24),0.75(18/24),0.75(18/24)
272.0,风湿性多肌痛,0.44(4/9),0.77(7/9),1.0(9/9),1.0(9/9),1.0(9/9)
273.0,风湿性心脏病,0.0(0/6),0.0(0/6),0.0(0/6),0.0(0/6),0.0(0/6)
274.0,食管恶性肿瘤,0.5(25/50),0.64(32/50),0.74(37/50),0.82(41/50),0.84(42/50)
275.0,食管良性肿瘤,0.48(23/47),0.68(32/47),0.85(40/47),0.89(42/47),0.89(42/47)
276.0,食管贲门黏膜撕裂综合征,0.0(0/8),0.75(6/8),0.75(6/8),0.75(6/8),0.75(6/8)
277.0,骨关节病,0.25(7/28),0.60(17/28),0.67(19/28),0.71(20/28),0.75(21/28)
278.0,骨质疏松,0.2(1/5),0.4(2/5),0.4(2/5),0.4(2/5),0.4(2/5)
279.0,骨髓增生异常综合征,0.22(2/9),0.55(5/9),0.55(5/9),0.88(8/9),0.88(8/9)
280.0,高尿酸血症,0.0(0/5),0.0(0/5),0.0(0/5),0.0(0/5),0.0(0/5)
281.0,高脂血症,0.08(5/56),0.28(16/56),0.55(31/56),0.73(41/56),0.75(42/56)
282.0,高血压,0.40(308/753),0.55(418/753),0.67(509/753),0.79(597/753),0.84(633/753)
283.0,高钾血症,0.0(0/1),0.0(0/1),0.0(0/1),0.0(0/1),0.0(0/1)
284.0,鼻窦炎,0.6(156/260),0.86(224/260),0.92(241/260),0.94(246/260),0.95(249/260)
285.0,鼻窦瘘,0.69(159/229),0.89(204/229),0.93(214/229),0.96(220/229),0.96(222/229)
286.0,鼾症,0.12(2/16),0.87(14/16),0.93(15/16),0.93(15/16),1.0(16/16)
