标签,疾病名字,top10
188,脑卒中,脑卒中 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 心律失常 高血压 脑动脉粥样硬化 糖尿病 结肠息肉 肾结石 阑尾炎
246,高血压,冠状动脉粥样硬化性心脏病 高血压 糖尿病 腹部良性肿瘤 脑卒中 结肠息肉 鞘膜积液 心律失常 肺恶性肿瘤 肺原位癌
59,心律失常,冠状动脉粥样硬化性心脏病 心律失常 脑卒中 高血压 肺栓塞 肺炎 前列腺增生 肥厚性心肌病 慢性阻塞性肺疾病 甲状腺肿
142,肺恶性肿瘤,肺炎 肺恶性肿瘤 慢性阻塞性肺疾病 肺结核 心律失常 冠状动脉粥样硬化性心脏病 支气管哮喘 类风湿性关节炎 支气管炎 肺间质纤维化
136,肠梗阻,肺恶性肿瘤 乳腺恶性肿瘤 腹部良性肿瘤 冠状动脉粥样硬化性心脏病 肾积水 胃息肉 肠梗阻 急性腹膜炎 胆石症 输尿管结石
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 糖尿病 脑卒中 心律失常 冠状动脉狭窄 胃息肉 短暂性脑缺血发作 良性阵发性位置性眩晕 原发性醛固酮增多症
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 脑卒中 心律失常 前列腺恶性肿瘤 前列腺增生 糖尿病 高血压 结肠息肉 胃恶性肿瘤 直肠息肉
54,强直性脊柱炎,强直性脊柱炎 腺垂体功能减退症 IgA肾病 霍奇金淋巴瘤 胆囊息肉 风湿性多肌痛 精索静脉曲张 白血病 甲状腺肿 骨关节病
185,脑动脉炎,心力衰竭 肺炎 心律失常 肺恶性肿瘤 糖尿病 呼吸衰竭 视神经脊髓炎 肺栓塞 脑卒中 炎性肌病
174,胃食管反流,肺炎 肺恶性肿瘤 慢性阻塞性肺疾病 支气管哮喘 冠状动脉粥样硬化性心脏病 支气管炎 心律失常 脑卒中 肺脓肿 支气管扩张症
142,肺恶性肿瘤,肺炎 肺恶性肿瘤 支气管扩张症 冠状动脉粥样硬化性心脏病 肺栓塞 肺结核 心包积液 肺动脉高压 结肠息肉 脑卒中
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 脑卒中 心律失常 气胸 肺炎 肾病综合征 肺肉芽肿 急性肾衰竭 急性胰腺炎 肥厚性心肌病
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 心律失常 肥厚性心肌病 IgA肾病 胃恶性肿瘤 胃息肉 肾结石 肾结核 肾积水
119,精索静脉曲张,精索静脉曲张 睾丸扭转 输尿管结石 气胸 静脉血栓症 腹部良性肿瘤 肾结石 小脑扁桃体下疝畸形 阑尾炎 胆石症
188,脑卒中,脑卒中 短暂性脑缺血发作 心律失常 冠状动脉粥样硬化性心脏病 脑动脉粥样硬化 肾小球肾炎 高血压 前列腺炎 肺恶性肿瘤 结肠息肉
148,肺炎,肺炎 肺结核 胃炎 胃肠功能紊乱 胆石症 肺脓肿 支气管哮喘 细支气管炎 肾积水 胃息肉
59,心律失常,心律失常 高血压 冠状动脉粥样硬化性心脏病 脑卒中 短暂性脑缺血发作 颈动脉狭窄 冠状动脉狭窄 甲状腺肿 肾动脉狭窄 颅内动脉瘤
56,心力衰竭,冠状动脉粥样硬化性心脏病 心力衰竭 肺炎 肾病综合征 类风湿性关节炎 胸腔积液 肾小球肾炎 胆石症 肺栓塞 糖尿病
130,结肠息肉,结肠息肉 冠状动脉粥样硬化性心脏病 高血压 前列腺恶性肿瘤 糖尿病 肺恶性肿瘤 心律失常 输尿管结石 急性胰腺炎 前列腺增生
188,脑卒中,脑卒中 冠状动脉粥样硬化性心脏病 心律失常 短暂性脑缺血发作 肺炎 糖尿病 肾病综合征 小脑扁桃体下疝畸形 胃息肉 阑尾炎
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高钾血症 心力衰竭 主动脉夹层 糖尿病 气胸 肥厚性心肌病 二尖瓣关闭不全 心律失常 脑卒中
213,输尿管结石,冠状动脉粥样硬化性心脏病 脑卒中 肾结石 胃息肉 结肠息肉 心律失常 肺恶性肿瘤 前列腺炎 输尿管狭窄 肾积水
246,高血压,冠状动脉粥样硬化性心脏病 短暂性脑缺血发作 糖尿病 脑卒中 心律失常 高血压 肺恶性肿瘤 静脉血栓症 胃炎 胆石症
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 慢性阻塞性肺疾病 心力衰竭 肺炎 支气管扩张症 心律失常 支气管哮喘 肺恶性肿瘤 肺栓塞 气胸
59,心律失常,心律失常 冠状动脉粥样硬化性心脏病 脑卒中 肺恶性肿瘤 颅内动脉瘤 肾积水 肺炎 膀胱结石 前列腺恶性肿瘤 前列腺增生
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 肺恶性肿瘤 气胸 心律失常 肾结石 急性胰腺炎 输尿管结石 慢性阻塞性肺疾病 肺良性肿瘤 食管恶性肿瘤
76,慢性阻塞性肺疾病,慢性阻塞性肺疾病 肺炎 支气管扩张症 肺恶性肿瘤 支气管哮喘 膀胱结石 气胸 肺间质纤维化 特发性间质性肺炎 肾结石
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 心律失常 糖尿病 肺炎 IgA肾病 胃息肉 肾结石 肾结核 肾盂肾炎
246,高血压,冠状动脉粥样硬化性心脏病 高血压 糖尿病 心律失常 冠状动脉狭窄 结肠息肉 胃炎 前列腺恶性肿瘤 肺炎 腹部恶性肿瘤
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 呼吸衰竭 心力衰竭 心律失常 肺结核 肺原位癌 脑卒中 肺炎 慢性肾功能不全 肺恶性肿瘤
148,肺炎,肺炎 细支气管炎 肺肉芽肿 心力衰竭 肺恶性肿瘤 肾病综合征 肾积水 肾结核 胃炎 肾结石
116,短暂性脑缺血发作,脑卒中 冠状动脉粥样硬化性心脏病 短暂性脑缺血发作 高血压 结肠息肉 心律失常 鞘膜积液 糖尿病 肺炎 支气管扩张症
130,结肠息肉,冠状动脉粥样硬化性心脏病 肺恶性肿瘤 高血压 下消化道出血 腹部恶性肿瘤 胆石症 结肠息肉 胃炎 前列腺增生 心律失常
176,胆石症,胆石症 胆道感染 肺炎 肝恶性肿瘤 腹部恶性肿瘤 呼吸衰竭 急性肾衰竭 肺结核 阑尾炎 白血病
176,胆石症,肺炎 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 脑卒中 胆石症 肾病综合征 急性胰腺炎 胸腔积液 多发性骨髓瘤 慢性阻塞性肺疾病
246,高血压,高血压 脑卒中 良性阵发性位置性眩晕 心律失常 慢性肾功能不全 颅内动脉瘤 原发性醛固酮增多症 冠状动脉粥样硬化性心脏病 脑膜良性肿瘤 肾小球肾炎
120,糖尿病,糖尿病 IgA肾病 肾动脉狭窄 肾小球肾炎 肾损伤 肾梗死 肾病综合征 肾盂肾炎 肾积水 肾结核
205,良性阵发性位置性眩晕,脑卒中 高血压 心律失常 精索静脉曲张 良性阵发性位置性眩晕 颈动脉狭窄 颈动脉硬化 气胸 小脑扁桃体下疝畸形 肺炎
142,肺恶性肿瘤,肺炎 肺恶性肿瘤 支气管哮喘 冠状动脉粥样硬化性心脏病 前列腺增生 糖尿病 慢性阻塞性肺疾病 心律失常 支气管扩张症 结肠息肉
188,脑卒中,冠状动脉粥样硬化性心脏病 脑卒中 输尿管结石 心律失常 肺恶性肿瘤 前列腺恶性肿瘤 胃息肉 食管良性肿瘤 病毒性脑膜炎 甲状腺肿
148,肺炎,肺炎 支气管炎 消化性溃疡 IgA肾病 结肠息肉 胃息肉 肺脓肿 肺结核 急性气管支气管炎 血小板减少
246,高血压,高血压 原发性醛固酮增多症 冠状动脉粥样硬化性心脏病 胆石症 肝恶性肿瘤 睾丸扭转 胆道感染 胃恶性肿瘤 糖尿病 肾梗死
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 冠状动脉狭窄 心律失常 支气管哮喘 高脂血症 输尿管结石 胸腔积液 胃息肉 肾结石
56,心力衰竭,冠状动脉粥样硬化性心脏病 心力衰竭 肾病综合征 心律失常 胃息肉 脑卒中 心脏淀粉样变性 慢性肾功能不全 肺炎 原发性醛固酮增多症
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 结肠息肉 脑卒中 糖尿病 输尿管结石 精索静脉曲张 肾结石 甲状腺肿 多发性骨髓瘤 肺恶性肿瘤
140,肺动脉高压,冠状动脉粥样硬化性心脏病 肺栓塞 心律失常 肺动脉高压 肺炎 脑卒中 肺恶性肿瘤 脑动脉炎 进行性系统性硬化症 过敏性肺炎
22,冠状动脉粥样硬化性心脏病,心律失常 冠状动脉粥样硬化性心脏病 脑卒中 高血压 胃食管反流 糖尿病 输尿管结石 胆石症 房间隔缺损 睡眠呼吸暂停低通气综合征
83,支气管炎,肺炎 慢性阻塞性肺疾病 支气管哮喘 肺恶性肿瘤 冠状动脉粥样硬化性心脏病 支气管炎 支气管扩张症 脑卒中 肺结核 胃炎
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 糖尿病 结肠息肉 心律失常 胃息肉 肺炎 高血压 肾动脉狭窄 输尿管结石 肺恶性肿瘤
142,肺恶性肿瘤,肺恶性肿瘤 甲状腺肿 前列腺恶性肿瘤 胃恶性肿瘤 颈动脉狭窄 乳腺恶性肿瘤 直肠息肉 肝恶性肿瘤 腹部恶性肿瘤 肾积水
59,心律失常,心律失常 冠状动脉粥样硬化性心脏病 高血压 脑卒中 颈动脉硬化 良性阵发性位置性眩晕 原发性血小板增多症 冠状动脉狭窄 IgA肾病 胃息肉
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 肾动脉狭窄 肾小球肾炎 肾损伤 肾梗死 肾病综合征 肾盂肾炎 肾积水 肾结核
162,肾病综合征,肾病综合征 冠状动脉粥样硬化性心脏病 慢性肾功能不全 心力衰竭 糖尿病 肺炎 脑卒中 肾小球肾炎 慢性阻塞性肺疾病 多发性骨髓瘤
59,心律失常,心律失常 冠状动脉粥样硬化性心脏病 结肠息肉 胆囊息肉 高血压 前列腺恶性肿瘤 阿尔茨海默病 胆石症 腹内疝 腹部良性肿瘤
78,扩张型心肌病,肺炎 肺结核 肺恶性肿瘤 冠状动脉粥样硬化性心脏病 脑卒中 慢性阻塞性肺疾病 胸腔积液 心律失常 支气管哮喘 支气管炎
149,肺结核,肺恶性肿瘤 前列腺恶性肿瘤 冠状动脉粥样硬化性心脏病 肺良性肿瘤 肾结石 肺炎 腹部良性肿瘤 阑尾炎 胆囊息肉 肺原位癌
176,胆石症,胆石症 胆囊息肉 胆道感染 IgA肾病 肺非结核分枝杆菌病 肾动脉狭窄 肾小球肾炎 肾损伤 肾梗死 肾病综合征
120,糖尿病,糖尿病 结节病 呼吸衰竭 精索静脉曲张 IgA肾病 胃恶性肿瘤 胃息肉 肾结石 肾结核 肾积水
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 脑卒中 心律失常 糖尿病 良性阵发性位置性眩晕 肺炎 输尿管结石 短暂性脑缺血发作 肺栓塞 胸腔积液
39,多发性硬化,脑卒中 多发性硬化 小脑扁桃体下疝畸形 视神经脊髓炎 糖尿病 肺恶性肿瘤 高血压 冠状动脉粥样硬化性心脏病 甲状腺功能减退 皮层下动脉硬化性脑病
114,睡眠呼吸暂停低通气综合征,高血压 冠状动脉粥样硬化性心脏病 结肠息肉 胃息肉 脑卒中 心律失常 肺恶性肿瘤 肾结石 肺炎 胃肠功能紊乱
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 支气管哮喘 脑卒中 糖尿病 肺恶性肿瘤 肾积水 肺间质纤维化 肺炎 冠状动脉狭窄
45,小脑扁桃体下疝畸形,脑卒中 颈动脉狭窄 高血压 肺恶性肿瘤 贫血 输尿管结石 小脑扁桃体下疝畸形 冠状动脉粥样硬化性心脏病 肝恶性肿瘤 胆囊息肉
188,脑卒中,胆石症 肺恶性肿瘤 腹部良性肿瘤 高血压 冠状动脉粥样硬化性心脏病 脑卒中 胃肠功能紊乱 慢性阻塞性肺疾病 肠梗阻 结肠息肉
148,肺炎,肺炎 慢性阻塞性肺疾病 肺间质纤维化 肺恶性肿瘤 细支气管炎 肺结核 过敏性肺炎 特发性间质性肺炎 肺脓肿 支气管炎
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心力衰竭 急性胰腺炎 气胸 心律失常 肺栓塞 肺恶性肿瘤 结肠息肉 多发性骨髓瘤 肾结石
142,肺恶性肿瘤,脑卒中 冠状动脉粥样硬化性心脏病 结肠息肉 前列腺恶性肿瘤 贫血 胆石症 心律失常 肝恶性肿瘤 肺恶性肿瘤 骨关节病
144,肺栓塞,冠状动脉粥样硬化性心脏病 肺栓塞 肺炎 心律失常 心力衰竭 脑卒中 支气管哮喘 高血压 肝性脑病 冠状动脉狭窄
176,胆石症,胆石症 胆道感染 腹部恶性肿瘤 输尿管结石 胰腺恶性肿瘤 阑尾炎 胆囊息肉 急性胰腺炎 消化性溃疡 前列腺恶性肿瘤
220,阑尾炎,阑尾炎 IgA肾病 肺非结核分枝杆菌病 肾动脉狭窄 肾小球肾炎 肾损伤 肾梗死 肾病综合征 肾盂肾炎 肾积水
92,消化性溃疡,胆石症 结肠息肉 冠状动脉粥样硬化性心脏病 胃息肉 糖尿病 腹部良性肿瘤 高血压 肾小球肾炎 前列腺恶性肿瘤 前列腺增生
59,心律失常,心律失常 糖尿病 高血压 白血病 冠状动脉粥样硬化性心脏病 脑卒中 颈动脉狭窄 心力衰竭 甲状腺功能亢进症 胃恶性肿瘤
20,冠状动脉狭窄,冠状动脉粥样硬化性心脏病 高血压 心律失常 糖尿病 脑卒中 胃炎 肺炎 结肠息肉 短暂性脑缺血发作 肺恶性肿瘤
118,类风湿性关节炎,慢性肾功能不全 冠状动脉粥样硬化性心脏病 肺炎 类风湿性关节炎 糖尿病 进行性系统性硬化症 心律失常 肾小球肾炎 肾病综合征 肺恶性肿瘤
72,急性胰腺炎,胆石症 阑尾炎 急性胰腺炎 脑卒中 肠梗阻 胆道感染 冠状动脉粥样硬化性心脏病 肺炎 肾结石 急性肾衰竭
176,胆石症,胆石症 阑尾炎 急性胰腺炎 肠梗阻 胆道感染 肺炎 胃肠功能紊乱 IgA肾病 肾小球肾炎 胃恶性肿瘤
142,肺恶性肿瘤,肺恶性肿瘤 支气管扩张症 慢性阻塞性肺疾病 肺结核 冠状动脉粥样硬化性心脏病 肺炎 糖尿病 结肠息肉 阑尾炎 支气管哮喘
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 脑卒中 高血压 短暂性脑缺血发作 糖尿病 肺恶性肿瘤 颈动脉狭窄 冠状动脉狭窄 肺炎
188,脑卒中,脑卒中 冠状动脉粥样硬化性心脏病 糖尿病 短暂性脑缺血发作 肺栓塞 消化性溃疡 肺恶性肿瘤 胆石症 尿道损伤 肠梗阻
142,肺恶性肿瘤,肺恶性肿瘤 前列腺恶性肿瘤 冠状动脉粥样硬化性心脏病 脑卒中 肺良性肿瘤 结肠息肉 气胸 腹部恶性肿瘤 颈动脉硬化 短暂性脑缺血发作
188,脑卒中,脑卒中 短暂性脑缺血发作 结肠息肉 冠状动脉粥样硬化性心脏病 糖尿病 吉兰-巴雷综合征 冠状动脉狭窄 肺栓塞 肺恶性肿瘤 高血压
188,脑卒中,脑卒中 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 肺炎 糖尿病 心律失常 高血压 支气管哮喘 非霍奇金淋巴瘤 甲状腺肿
109,癫痫,脑卒中 癫痫 糖尿病 炎性肌病 前列腺恶性肿瘤 多发性硬化 原发性醛固酮增多症 冠状动脉粥样硬化性心脏病 低血糖症 胆囊息肉
59,心律失常,冠状动脉粥样硬化性心脏病 心律失常 前列腺增生 脑卒中 肺恶性肿瘤 输尿管结石 强直性脊柱炎 糖尿病 膀胱结石 慢性肾功能不全
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 胃息肉 高血压 结肠息肉 心脏神经症 支气管恶性肿瘤 前列腺增生 胃炎 扩张型心肌病
149,肺结核,肺炎 心力衰竭 肺恶性肿瘤 呼吸衰竭 肺结核 支气管扩张症 支气管炎 胸腔积液 冠状动脉粥样硬化性心脏病 肺脓肿
120,糖尿病,糖尿病 前列腺增生 心律失常 肺恶性肿瘤 气胸 结肠息肉 糖耐量异常 冠状动脉粥样硬化性心脏病 胃息肉 胃恶性肿瘤
188,脑卒中,脑卒中 良性阵发性位置性眩晕 短暂性脑缺血发作 高血压 癫痫 冠状动脉粥样硬化性心脏病 糖尿病 前列腺恶性肿瘤 静脉血栓症 肾结石
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 肺恶性肿瘤 心律失常 脑卒中 支气管炎 结肠息肉 慢性阻塞性肺疾病 冠状动脉狭窄 前列腺恶性肿瘤 胃淋巴瘤
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 心律失常 冠状动脉狭窄 高脂血症 肺栓塞 结肠息肉 糖尿病 胸腔积液 颈动脉狭窄
151,肺脓肿,肺炎 支气管扩张症 肺恶性肿瘤 肺脓肿 慢性阻塞性肺疾病 冠状动脉粥样硬化性心脏病 肺良性肿瘤 肺栓塞 肺曲霉菌病 肺动脉高压
176,胆石症,胆石症 腹部良性肿瘤 冠状动脉粥样硬化性心脏病 高血压 脑卒中 肺恶性肿瘤 肺炎 胆道感染 胃息肉 结肠息肉
148,肺炎,肺炎 呼吸衰竭 支气管炎 肺结核 胆石症 胸腔积液 贫血 冠状动脉粥样硬化性心脏病 支气管扩张症 淋巴结炎
80,支气管哮喘,肺炎 慢性阻塞性肺疾病 支气管哮喘 肺恶性肿瘤 支气管扩张症 冠状动脉粥样硬化性心脏病 心律失常 冠状动脉狭窄 输尿管结石 支气管炎
120,糖尿病,糖尿病 脂肪肝 支气管扩张症 前列腺恶性肿瘤 冠状动脉粥样硬化性心脏病 鞘膜积液 胃食管反流 睡眠呼吸暂停低通气综合征 胆石症 胃炎
148,肺炎,肺炎 支气管扩张症 肺恶性肿瘤 慢性阻塞性肺疾病 肺结核 支气管哮喘 支气管炎 气胸 肺脓肿 过敏性肺炎
82,支气管扩张症,支气管扩张症 肺炎 肺恶性肿瘤 呼吸衰竭 肺结核 胸腔积液 肝恶性肿瘤 支气管恶性肿瘤 非霍奇金淋巴瘤 痛风
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 脑卒中 肺炎 心律失常 高血压 慢性肾功能不全 心脏神经症 腹部良性肿瘤 腹部恶性肿瘤 高脂血症
23,前列腺增生,前列腺增生 前列腺恶性肿瘤 结肠息肉 糖尿病 脑卒中 肾病综合征 肾结石 冠状动脉粥样硬化性心脏病 膀胱结石 膀胱炎
74,慢性肾功能不全,脑卒中 慢性肾功能不全 冠状动脉粥样硬化性心脏病 高血压 糖尿病 肺炎 肾病综合征 心律失常 肾小球肾炎 肺恶性肿瘤
148,肺炎,肺炎 细支气管炎 支气管炎 支气管哮喘 尿潴留 胸腔积液 肾梗死 肾病综合征 肾盂肾炎 肾积水
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 胆石症 心脏神经症 结肠息肉 胃食管反流 心力衰竭 IgA肾病 胃恶性肿瘤 胃息肉 肾结石
164,肾积水,阑尾炎 输尿管结石 腹部良性肿瘤 肾积水 IgA肾病 肾小球肾炎 多发性骨髓瘤 肾结石 结肠息肉 急性肾衰竭
198,腹部恶性肿瘤,脑卒中 消化性溃疡 腹部恶性肿瘤 上消化道出血 下消化道出血 肝恶性肿瘤 结肠息肉 冠状动脉粥样硬化性心脏病 前列腺增生 血小板减少
148,肺炎,肺炎 支气管扩张症 肺恶性肿瘤 慢性阻塞性肺疾病 支气管哮喘 肺结核 支气管炎 肺脓肿 冠状动脉粥样硬化性心脏病 肺栓塞
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 高血压 脑卒中 肺炎 胆石症 心力衰竭 肺栓塞 阑尾炎 前列腺恶性肿瘤
120,糖尿病,糖尿病 脑卒中 冠状动脉粥样硬化性心脏病 过敏性紫癜 胆石症 腹部良性肿瘤 肾病综合征 多发性骨髓瘤 肺结核 肺炎
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 糖尿病 高血压 冠状动脉狭窄 脑卒中 冠状动脉瘘 胃食管反流 心律失常 慢性阻塞性肺疾病 肾结石
226,静脉血栓症,阑尾炎 肠梗阻 胃炎 胆石症 胆道感染 肺炎 腹部恶性肿瘤 重叠综合征 静脉血栓症 心源性猝死
83,支气管炎,肺炎 支气管哮喘 细支气管炎 肺结核 呼吸衰竭 支气管炎 支气管扩张症 肺恶性肿瘤 胆石症 胸膜病变
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 心律失常 结肠息肉 糖尿病 冠状动脉狭窄 支气管哮喘 胃食管反流 颈动脉硬化 睡眠呼吸暂停低通气综合征
176,胆石症,胆石症 阑尾炎 肠梗阻 胃息肉 急性胰腺炎 结肠息肉 胆道感染 胃炎 输尿管结石 腹部恶性肿瘤
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 高血压 肺栓塞 冠状动脉狭窄 心脏神经症 肺恶性肿瘤 颈动脉硬化 气胸 阑尾炎
82,支气管扩张症,支气管扩张症 肺炎 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 糖尿病 脑卒中 结肠息肉 支气管炎 甲状腺肿 阻塞性肺气肿
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 阑尾炎 气胸 输尿管结石 胆道感染 胆石症 肝恶性肿瘤 甲状腺肿 血管炎 特发性间质性肺炎
8,乳腺恶性肿瘤,乳腺恶性肿瘤 食管恶性肿瘤 腹部恶性肿瘤 甲状腺肿 胆囊息肉 糖尿病 小脑扁桃体下疝畸形 胃息肉 肾结石 IgA肾病
176,胆石症,胆石症 急性胰腺炎 胆道感染 前列腺恶性肿瘤 肝恶性肿瘤 冠状动脉粥样硬化性心脏病 胆囊息肉 肺炎 肾结石 脑卒中
40,多发性骨髓瘤,冠状动脉粥样硬化性心脏病 肺炎 脑卒中 多发性骨髓瘤 腹部恶性肿瘤 急性肾衰竭 急性胰腺炎 胃恶性肿瘤 慢性阻塞性肺疾病 静脉血栓症
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心力衰竭 结肠息肉 IgA肾病 肾小球肾炎 肾损伤 肾梗死 肾病综合征 肾盂肾炎 肾积水
164,肾积水,前列腺恶性肿瘤 冠状动脉粥样硬化性心脏病 肾结石 糖尿病 呼吸衰竭 肺恶性肿瘤 腹部恶性肿瘤 胃恶性肿瘤 前列腺增生 肾动脉狭窄
23,前列腺增生,前列腺增生 冠状动脉粥样硬化性心脏病 前列腺恶性肿瘤 脑卒中 肺炎 阑尾炎 肝恶性肿瘤 慢性肾功能不全 肾结石 贫血
91,气胸,精索静脉曲张 气胸 小脑扁桃体下疝畸形 肾结石 胆囊息肉 房间隔缺损 前列腺恶性肿瘤 膀胱结石 液气胸 肺良性肿瘤
202,膀胱结石,膀胱结石 前列腺增生 前列腺恶性肿瘤 精索静脉曲张 胆石症 输尿管结石 肾结石 冠状动脉粥样硬化性心脏病 胰腺恶性肿瘤 肾积水
59,心律失常,冠状动脉粥样硬化性心脏病 心律失常 肺恶性肿瘤 脑卒中 鞘膜积液 冠状动脉狭窄 肾结石 颈动脉狭窄 甲状腺功能亢进症 二尖瓣狭窄
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 高血压 气胸 心力衰竭 心脏神经症 肾动脉狭窄 糖尿病 肺恶性肿瘤 胃恶性肿瘤
82,支气管扩张症,支气管扩张症 肺恶性肿瘤 肺炎 冠状动脉粥样硬化性心脏病 胆石症 胸腔积液 慢性阻塞性肺疾病 支气管炎 脑卒中 肺动脉高压
148,肺炎,肺炎 支气管扩张症 慢性阻塞性肺疾病 肺间质纤维化 肺恶性肿瘤 胸腔积液 支气管哮喘 类风湿性关节炎 支气管炎 结节病
167,胃息肉,胃息肉 阑尾炎 胆石症 胃炎 肺恶性肿瘤 肝恶性肿瘤 肠梗阻 胆囊息肉 前列腺恶性肿瘤 冠状动脉粥样硬化性心脏病
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 脑卒中 心律失常 糖尿病 短暂性脑缺血发作 高脂血症 结肠息肉 肺结核 前列腺恶性肿瘤 前列腺增生
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 高血压 脑卒中 肺炎 支气管炎 冠状动脉狭窄 肺栓塞 肺恶性肿瘤 支气管哮喘
23,前列腺增生,前列腺增生 冠状动脉粥样硬化性心脏病 急性胰腺炎 前列腺恶性肿瘤 肺炎 腹部恶性肿瘤 肺恶性肿瘤 膀胱结石 输尿管结石 肺脓肿
56,心力衰竭,心力衰竭 冠状动脉粥样硬化性心脏病 呼吸衰竭 高血压 室间隔缺损 肾病综合征 阻塞性肺气肿 肺恶性肿瘤 变应性肉芽肿性脉管炎 胸腔积液
163,肾盂肾炎,肺炎 IgA肾病 肾小球肾炎 尿道结石 肾盂肾炎 胆石症 支气管炎 肾结核 病毒性脑膜炎 肺结核
24,前列腺恶性肿瘤,前列腺增生 前列腺恶性肿瘤 膀胱结石 冠状动脉粥样硬化性心脏病 输尿管结石 肺结核 心律失常 肺炎 肺良性肿瘤 IgA肾病
59,心律失常,IgA肾病 乳腺恶性肿瘤 肺原位癌 肺恶性肿瘤 烟雾病 肾积水 肾结石 食管良性肿瘤 腹部良性肿瘤 肾损伤
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 肺炎 脑卒中 心律失常 糖尿病 肺结核 结肠息肉 支气管扩张症 前列腺增生 冠状动脉狭窄
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 肾动脉狭窄 肾小球肾炎 肾损伤 肾梗死 肾病综合征 肾盂肾炎 肾积水 肾结核
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 心律失常 低血压 心力衰竭 肥厚性心肌病 IgA肾病 胃淋巴瘤 胃恶性肿瘤 胃息肉
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 高血压 肺炎 冠状动脉狭窄 高脂血症 脑卒中 膀胱结石 颈动脉硬化 冠状动脉瘘
8,乳腺恶性肿瘤,前列腺增生 肺恶性肿瘤 前列腺恶性肿瘤 肺良性肿瘤 肾积水 心律失常 冠状动脉粥样硬化性心脏病 输尿管狭窄 高血压 呼吸衰竭
59,心律失常,心律失常 冠状动脉粥样硬化性心脏病 呼吸衰竭 甲状腺功能减退 IgA肾病 肾损伤 肾梗死 肾病综合征 肾盂肾炎 肾积水
148,肺炎,肺炎 胆石症 肺结核 呼吸衰竭 胸腔积液 脑卒中 糖尿病 肾小球肾炎 白血病 消化性溃疡
82,支气管扩张症,支气管扩张症 肺恶性肿瘤 肺炎 呼吸衰竭 慢性阻塞性肺疾病 支气管哮喘 肺良性肿瘤 肺脓肿 肺栓塞 肺结核
148,肺炎,肺炎 脑卒中 糖尿病 呼吸衰竭 肾积水 阑尾炎 肺脓肿 冠状动脉粥样硬化性心脏病 非霍奇金淋巴瘤 支气管扩张症
0,IgA肾病,糖尿病 肾小球肾炎 冠状动脉粥样硬化性心脏病 前列腺增生 前列腺恶性肿瘤 肾结石 肾病综合征 IgA肾病 慢性肾功能不全 颈动脉狭窄
